item,name_en,name_ja,name_ja_hrkt,name_ja_roma,name_fr,name_fr_fr,name_de,name_es,name_es_es,name_es_419,name_it,name_ko,name_ko_latn,name_zh_hant,name_zh_hans,name_zh_cmn,name_zh_yue,name_cs,name_pt_br,name_pt_pt,name_ca,name_da,name_fi,name_fr_ca,name_he,name_he_latn,name_hi,name_hi_latn,name_hu,name_id,name_ms,name_nl,name_no,name_pl,name_ru,name_ru_latn,name_sv,name_ta,name_ta_latn,name_te,name_te_latn,name_th,name_th_latn,name_tr,name_vi,name_zh_cmn_latn,name_zh_yue_latn
dynamax-crystal-vir5107,★Vir5107,★Vir5107,★Vir5107,,★Vir5107,,★Vir5107,★Vir5107,,★Vir5107,★Vir5107,★Vir5107,,★Vir5107,★Vir5107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dynamax-crystal-ari617,★Ari617,★Ari617,★Ari617,,★Ari617,,★Ari617,★Ari617,,★Ari617,★Ari617,★Ari617,,★Ari617,★Ari617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dynamax-crystal-ari553,★Ari553,★Ari553,★Ari553,,★Ari553,,★Ari553,★Ari553,,★Ari553,★Ari553,★Ari553,,★Ari553,★Ari553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dynamax-crystal-ari546,★Ari546,★Ari546,★Ari546,,★Ari546,,★Ari546,★Ari546,,★Ari546,★Ari546,★Ari546,,★Ari546,★Ari546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dynamax-crystal-ari951,★Ari951,★Ari951,★Ari951,,★Ari951,,★Ari951,★Ari951,,★Ari951,★Ari951,★Ari951,,★Ari951,★Ari951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dynamax-crystal-ori1713,★Ori1713,★Ori1713,★Ori1713,,★Ori1713,,★Ori1713,★Ori1713,,★Ori1713,★Ori1713,★Ori1713,,★Ori1713,★Ori1713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dynamax-crystal-ori2061,★Ori2061,★Ori2061,★Ori2061,,★Ori2061,,★Ori2061,★Ori2061,,★Ori2061,★Ori2061,★Ori2061,,★Ori2061,★Ori2061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dynamax-crystal-ori1790,★Ori1790,★Ori1790,★Ori1790,,★Ori1790,,★Ori1790,★Ori1790,,★Ori1790,★Ori1790,★Ori1790,,★Ori1790,★Ori1790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dynamax-crystal-ori1903,★Ori1903,★Ori1903,★Ori1903,,★Ori1903,,★Ori1903,★Ori1903,,★Ori1903,★Ori1903,★Ori1903,,★Ori1903,★Ori1903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dynamax-crystal-ori1948,★Ori1948,★Ori1948,★Ori1948,,★Ori1948,,★Ori1948,★Ori1948,,★Ori1948,★Ori1948,★Ori1948,,★Ori1948,★Ori1948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dynamax-crystal-ori2004,★Ori2004,★Ori2004,★Ori2004,,★Ori2004,,★Ori2004,★Ori2004,,★Ori2004,★Ori2004,★Ori2004,,★Ori2004,★Ori2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dynamax-crystal-ori1852,★Ori1852,★Ori1852,★Ori1852,,★Ori1852,,★Ori1852,★Ori1852,,★Ori1852,★Ori1852,★Ori1852,,★Ori1852,★Ori1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dynamax-crystal-ori1879,★Ori1879,★Ori1879,★Ori1879,,★Ori1879,,★Ori1879,★Ori1879,,★Ori1879,★Ori1879,★Ori1879,,★Ori1879,★Ori1879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dynamax-crystal-ori1899,★Ori1899,★Ori1899,★Ori1899,,★Ori1899,,★Ori1899,★Ori1899,,★Ori1899,★Ori1899,★Ori1899,,★Ori1899,★Ori1899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dynamax-crystal-ori1543,★Ori1543,★Ori1543,★Ori1543,,★Ori1543,,★Ori1543,★Ori1543,,★Ori1543,★Ori1543,★Ori1543,,★Ori1543,★Ori1543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dynamax-crystal-cas21,★Cas21,★Cas21,★Cas21,,★Cas21,,★Cas21,★Cas21,,★Cas21,★Cas21,★Cas21,,★Cas21,★Cas21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dynamax-crystal-cas168,★Cas168,★Cas168,★Cas168,,★Cas168,,★Cas168,★Cas168,,★Cas168,★Cas168,★Cas168,,★Cas168,★Cas168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dynamax-crystal-cas403,★Cas403,★Cas403,★Cas403,,★Cas403,,★Cas403,★Cas403,,★Cas403,★Cas403,★Cas403,,★Cas403,★Cas403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dynamax-crystal-cas153,★Cas153,★Cas153,★Cas153,,★Cas153,,★Cas153,★Cas153,,★Cas153,★Cas153,★Cas153,,★Cas153,★Cas153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dynamax-crystal-cas542,★Cas542,★Cas542,★Cas542,,★Cas542,,★Cas542,★Cas542,,★Cas542,★Cas542,★Cas542,,★Cas542,★Cas542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dynamax-crystal-cas219,★Cas219,★Cas219,★Cas219,,★Cas219,,★Cas219,★Cas219,,★Cas219,★Cas219,★Cas219,,★Cas219,★Cas219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dynamax-crystal-cas265,★Cas265,★Cas265,★Cas265,,★Cas265,,★Cas265,★Cas265,,★Cas265,★Cas265,★Cas265,,★Cas265,★Cas265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dynamax-crystal-cnc3572,★Cnc3572,★Cnc3572,★Cnc3572,,★Cnc3572,,★Cnc3572,★Cnc3572,,★Cnc3572,★Cnc3572,★Cnc3572,,★Cnc3572,★Cnc3572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dynamax-crystal-cnc3208,★Cnc3208,★Cnc3208,★Cnc3208,,★Cnc3208,,★Cnc3208,★Cnc3208,,★Cnc3208,★Cnc3208,★Cnc3208,,★Cnc3208,★Cnc3208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dynamax-crystal-cnc3461,★Cnc3461,★Cnc3461,★Cnc3461,,★Cnc3461,,★Cnc3461,★Cnc3461,,★Cnc3461,★Cnc3461,★Cnc3461,,★Cnc3461,★Cnc3461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dynamax-crystal-cnc3449,★Cnc3449,★Cnc3449,★Cnc3449,,★Cnc3449,,★Cnc3449,★Cnc3449,,★Cnc3449,★Cnc3449,★Cnc3449,,★Cnc3449,★Cnc3449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dynamax-crystal-cnc3429,★Cnc3429,★Cnc3429,★Cnc3429,,★Cnc3429,,★Cnc3429,★Cnc3429,,★Cnc3429,★Cnc3429,★Cnc3429,,★Cnc3429,★Cnc3429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dynamax-crystal-cnc3627,★Cnc3627,★Cnc3627,★Cnc3627,,★Cnc3627,,★Cnc3627,★Cnc3627,,★Cnc3627,★Cnc3627,★Cnc3627,,★Cnc3627,★Cnc3627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dynamax-crystal-cnc3268,★Cnc3268,★Cnc3268,★Cnc3268,,★Cnc3268,,★Cnc3268,★Cnc3268,,★Cnc3268,★Cnc3268,★Cnc3268,,★Cnc3268,★Cnc3268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dynamax-crystal-cnc3249,★Cnc3249,★Cnc3249,★Cnc3249,,★Cnc3249,,★Cnc3249,★Cnc3249,,★Cnc3249,★Cnc3249,★Cnc3249,,★Cnc3249,★Cnc3249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dynamax-crystal-com4968,★Com4968,★Com4968,★Com4968,,★Com4968,,★Com4968,★Com4968,,★Com4968,★Com4968,★Com4968,,★Com4968,★Com4968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dynamax-crystal-crv4757,★Crv4757,★Crv4757,★Crv4757,,★Crv4757,,★Crv4757,★Crv4757,,★Crv4757,★Crv4757,★Crv4757,,★Crv4757,★Crv4757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dynamax-crystal-crv4623,★Crv4623,★Crv4623,★Crv4623,,★Crv4623,,★Crv4623,★Crv4623,,★Crv4623,★Crv4623,★Crv4623,,★Crv4623,★Crv4623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dynamax-crystal-crv4662,★Crv4662,★Crv4662,★Crv4662,,★Crv4662,,★Crv4662,★Crv4662,,★Crv4662,★Crv4662,★Crv4662,,★Crv4662,★Crv4662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dynamax-crystal-crv4786,★Crv4786,★Crv4786,★Crv4786,,★Crv4786,,★Crv4786,★Crv4786,,★Crv4786,★Crv4786,★Crv4786,,★Crv4786,★Crv4786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dynamax-crystal-aur1708,★Aur1708,★Aur1708,★Aur1708,,★Aur1708,,★Aur1708,★Aur1708,,★Aur1708,★Aur1708,★Aur1708,,★Aur1708,★Aur1708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dynamax-crystal-aur2088,★Aur2088,★Aur2088,★Aur2088,,★Aur2088,,★Aur2088,★Aur2088,,★Aur2088,★Aur2088,★Aur2088,,★Aur2088,★Aur2088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dynamax-crystal-aur1605,★Aur1605,★Aur1605,★Aur1605,,★Aur1605,,★Aur1605,★Aur1605,,★Aur1605,★Aur1605,★Aur1605,,★Aur1605,★Aur1605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dynamax-crystal-aur2095,★Aur2095,★Aur2095,★Aur2095,,★Aur2095,,★Aur2095,★Aur2095,,★Aur2095,★Aur2095,★Aur2095,,★Aur2095,★Aur2095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dynamax-crystal-aur1577,★Aur1577,★Aur1577,★Aur1577,,★Aur1577,,★Aur1577,★Aur1577,,★Aur1577,★Aur1577,★Aur1577,,★Aur1577,★Aur1577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dynamax-crystal-aur1641,★Aur1641,★Aur1641,★Aur1641,,★Aur1641,,★Aur1641,★Aur1641,,★Aur1641,★Aur1641,★Aur1641,,★Aur1641,★Aur1641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dynamax-crystal-aur1612,★Aur1612,★Aur1612,★Aur1612,,★Aur1612,,★Aur1612,★Aur1612,,★Aur1612,★Aur1612,★Aur1612,,★Aur1612,★Aur1612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dynamax-crystal-pav7790,★Pav7790,★Pav7790,★Pav7790,,★Pav7790,,★Pav7790,★Pav7790,,★Pav7790,★Pav7790,★Pav7790,,★Pav7790,★Pav7790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dynamax-crystal-cet911,★Cet911,★Cet911,★Cet911,,★Cet911,,★Cet911,★Cet911,,★Cet911,★Cet911,★Cet911,,★Cet911,★Cet911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dynamax-crystal-cet681,★Cet681,★Cet681,★Cet681,,★Cet681,,★Cet681,★Cet681,,★Cet681,★Cet681,★Cet681,,★Cet681,★Cet681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dynamax-crystal-cet188,★Cet188,★Cet188,★Cet188,,★Cet188,,★Cet188,★Cet188,,★Cet188,★Cet188,★Cet188,,★Cet188,★Cet188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dynamax-crystal-cet539,★Cet539,★Cet539,★Cet539,,★Cet539,,★Cet539,★Cet539,,★Cet539,★Cet539,★Cet539,,★Cet539,★Cet539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dynamax-crystal-cet804,★Cet804,★Cet804,★Cet804,,★Cet804,,★Cet804,★Cet804,,★Cet804,★Cet804,★Cet804,,★Cet804,★Cet804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dynamax-crystal-cep8974,★Cep8974,★Cep8974,★Cep8974,,★Cep8974,,★Cep8974,★Cep8974,,★Cep8974,★Cep8974,★Cep8974,,★Cep8974,★Cep8974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dynamax-crystal-cep8162,★Cep8162,★Cep8162,★Cep8162,,★Cep8162,,★Cep8162,★Cep8162,,★Cep8162,★Cep8162,★Cep8162,,★Cep8162,★Cep8162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dynamax-crystal-cep8238,★Cep8238,★Cep8238,★Cep8238,,★Cep8238,,★Cep8238,★Cep8238,,★Cep8238,★Cep8238,★Cep8238,,★Cep8238,★Cep8238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dynamax-crystal-cep8417,★Cep8417,★Cep8417,★Cep8417,,★Cep8417,,★Cep8417,★Cep8417,,★Cep8417,★Cep8417,★Cep8417,,★Cep8417,★Cep8417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dynamax-crystal-cen5267,★Cen5267,★Cen5267,★Cen5267,,★Cen5267,,★Cen5267,★Cen5267,,★Cen5267,★Cen5267,★Cen5267,,★Cen5267,★Cen5267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dynamax-crystal-cen5288,★Cen5288,★Cen5288,★Cen5288,,★Cen5288,,★Cen5288,★Cen5288,,★Cen5288,★Cen5288,★Cen5288,,★Cen5288,★Cen5288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dynamax-crystal-cen551,★Cen551,★Cen551,★Cen551,,★Cen551,,★Cen551,★Cen551,,★Cen551,★Cen551,★Cen551,,★Cen551,★Cen551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dynamax-crystal-cen5459,★Cen5459,★Cen5459,★Cen5459,,★Cen5459,,★Cen5459,★Cen5459,,★Cen5459,★Cen5459,★Cen5459,,★Cen5459,★Cen5459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dynamax-crystal-cen5460,★Cen5460,★Cen5460,★Cen5460,,★Cen5460,,★Cen5460,★Cen5460,,★Cen5460,★Cen5460,★Cen5460,,★Cen5460,★Cen5460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dynamax-crystal-cmi2943,★CMi2943,★CMi2943,★CMi2943,,★CMi2943,,★CMi2943,★CMi2943,,★CMi2943,★CMi2943,★CMi2943,,★CMi2943,★CMi2943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dynamax-crystal-cmi2845,★CMi2845,★CMi2845,★CMi2845,,★CMi2845,,★CMi2845,★CMi2845,,★CMi2845,★CMi2845,★CMi2845,,★CMi2845,★CMi2845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dynamax-crystal-equ8131,★Equ8131,★Equ8131,★Equ8131,,★Equ8131,,★Equ8131,★Equ8131,,★Equ8131,★Equ8131,★Equ8131,,★Equ8131,★Equ8131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dynamax-crystal-vul7405,★Vul7405,★Vul7405,★Vul7405,,★Vul7405,,★Vul7405,★Vul7405,,★Vul7405,★Vul7405,★Vul7405,,★Vul7405,★Vul7405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dynamax-crystal-umi424,★UMi424,★UMi424,★UMi424,,★UMi424,,★UMi424,★UMi424,,★UMi424,★UMi424,★UMi424,,★UMi424,★UMi424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dynamax-crystal-umi5563,★UMi5563,★UMi5563,★UMi5563,,★UMi5563,,★UMi5563,★UMi5563,,★UMi5563,★UMi5563,★UMi5563,,★UMi5563,★UMi5563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dynamax-crystal-umi5735,★UMi5735,★UMi5735,★UMi5735,,★UMi5735,,★UMi5735,★UMi5735,,★UMi5735,★UMi5735,★UMi5735,,★UMi5735,★UMi5735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dynamax-crystal-umi6789,★UMi6789,★UMi6789,★UMi6789,,★UMi6789,,★UMi6789,★UMi6789,,★UMi6789,★UMi6789,★UMi6789,,★UMi6789,★UMi6789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dynamax-crystal-crt4287,★Crt4287,★Crt4287,★Crt4287,,★Crt4287,,★Crt4287,★Crt4287,,★Crt4287,★Crt4287,★Crt4287,,★Crt4287,★Crt4287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dynamax-crystal-lyr7001,★Lyr7001,★Lyr7001,★Lyr7001,,★Lyr7001,,★Lyr7001,★Lyr7001,,★Lyr7001,★Lyr7001,★Lyr7001,,★Lyr7001,★Lyr7001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dynamax-crystal-lyr7178,★Lyr7178,★Lyr7178,★Lyr7178,,★Lyr7178,,★Lyr7178,★Lyr7178,,★Lyr7178,★Lyr7178,★Lyr7178,,★Lyr7178,★Lyr7178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dynamax-crystal-lyr7106,★Lyr7106,★Lyr7106,★Lyr7106,,★Lyr7106,,★Lyr7106,★Lyr7106,,★Lyr7106,★Lyr7106,★Lyr7106,,★Lyr7106,★Lyr7106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dynamax-crystal-lyr7298,★Lyr7298,★Lyr7298,★Lyr7298,,★Lyr7298,,★Lyr7298,★Lyr7298,,★Lyr7298,★Lyr7298,★Lyr7298,,★Lyr7298,★Lyr7298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dynamax-crystal-ara6585,★Ara6585,★Ara6585,★Ara6585,,★Ara6585,,★Ara6585,★Ara6585,,★Ara6585,★Ara6585,★Ara6585,,★Ara6585,★Ara6585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dynamax-crystal-sco6134,★Sco6134,★Sco6134,★Sco6134,,★Sco6134,,★Sco6134,★Sco6134,,★Sco6134,★Sco6134,★Sco6134,,★Sco6134,★Sco6134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dynamax-crystal-sco6527,★Sco6527,★Sco6527,★Sco6527,,★Sco6527,,★Sco6527,★Sco6527,,★Sco6527,★Sco6527,★Sco6527,,★Sco6527,★Sco6527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dynamax-crystal-sco6553,★Sco6553,★Sco6553,★Sco6553,,★Sco6553,,★Sco6553,★Sco6553,,★Sco6553,★Sco6553,★Sco6553,,★Sco6553,★Sco6553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dynamax-crystal-sco5953,★Sco5953,★Sco5953,★Sco5953,,★Sco5953,,★Sco5953,★Sco5953,,★Sco5953,★Sco5953,★Sco5953,,★Sco5953,★Sco5953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dynamax-crystal-sco5984,★Sco5984,★Sco5984,★Sco5984,,★Sco5984,,★Sco5984,★Sco5984,,★Sco5984,★Sco5984,★Sco5984,,★Sco5984,★Sco5984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dynamax-crystal-sco6508,★Sco6508,★Sco6508,★Sco6508,,★Sco6508,,★Sco6508,★Sco6508,,★Sco6508,★Sco6508,★Sco6508,,★Sco6508,★Sco6508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dynamax-crystal-sco6084,★Sco6084,★Sco6084,★Sco6084,,★Sco6084,,★Sco6084,★Sco6084,,★Sco6084,★Sco6084,★Sco6084,,★Sco6084,★Sco6084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dynamax-crystal-sco5944,★Sco5944,★Sco5944,★Sco5944,,★Sco5944,,★Sco5944,★Sco5944,,★Sco5944,★Sco5944,★Sco5944,,★Sco5944,★Sco5944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dynamax-crystal-sco6630,★Sco6630,★Sco6630,★Sco6630,,★Sco6630,,★Sco6630,★Sco6630,,★Sco6630,★Sco6630,★Sco6630,,★Sco6630,★Sco6630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dynamax-crystal-sco6027,★Sco6027,★Sco6027,★Sco6027,,★Sco6027,,★Sco6027,★Sco6027,,★Sco6027,★Sco6027,★Sco6027,,★Sco6027,★Sco6027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dynamax-crystal-sco6247,★Sco6247,★Sco6247,★Sco6247,,★Sco6247,,★Sco6247,★Sco6247,,★Sco6247,★Sco6247,★Sco6247,,★Sco6247,★Sco6247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dynamax-crystal-sco6252,★Sco6252,★Sco6252,★Sco6252,,★Sco6252,,★Sco6252,★Sco6252,,★Sco6252,★Sco6252,★Sco6252,,★Sco6252,★Sco6252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dynamax-crystal-sco5928,★Sco5928,★Sco5928,★Sco5928,,★Sco5928,,★Sco5928,★Sco5928,,★Sco5928,★Sco5928,★Sco5928,,★Sco5928,★Sco5928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dynamax-crystal-sco6241,★Sco6241,★Sco6241,★Sco6241,,★Sco6241,,★Sco6241,★Sco6241,,★Sco6241,★Sco6241,★Sco6241,,★Sco6241,★Sco6241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dynamax-crystal-sco6165,★Sco6165,★Sco6165,★Sco6165,,★Sco6165,,★Sco6165,★Sco6165,,★Sco6165,★Sco6165,★Sco6165,,★Sco6165,★Sco6165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dynamax-crystal-tri544,★Tri544,★Tri544,★Tri544,,★Tri544,,★Tri544,★Tri544,,★Tri544,★Tri544,★Tri544,,★Tri544,★Tri544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dynamax-crystal-leo3982,★Leo3982,★Leo3982,★Leo3982,,★Leo3982,,★Leo3982,★Leo3982,,★Leo3982,★Leo3982,★Leo3982,,★Leo3982,★Leo3982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dynamax-crystal-leo4534,★Leo4534,★Leo4534,★Leo4534,,★Leo4534,,★Leo4534,★Leo4534,,★Leo4534,★Leo4534,★Leo4534,,★Leo4534,★Leo4534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dynamax-crystal-leo4357,★Leo4357,★Leo4357,★Leo4357,,★Leo4357,,★Leo4357,★Leo4357,,★Leo4357,★Leo4357,★Leo4357,,★Leo4357,★Leo4357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dynamax-crystal-leo4057,★Leo4057,★Leo4057,★Leo4057,,★Leo4057,,★Leo4057,★Leo4057,,★Leo4057,★Leo4057,★Leo4057,,★Leo4057,★Leo4057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dynamax-crystal-leo4359,★Leo4359,★Leo4359,★Leo4359,,★Leo4359,,★Leo4359,★Leo4359,,★Leo4359,★Leo4359,★Leo4359,,★Leo4359,★Leo4359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dynamax-crystal-leo4031,★Leo4031,★Leo4031,★Leo4031,,★Leo4031,,★Leo4031,★Leo4031,,★Leo4031,★Leo4031,★Leo4031,,★Leo4031,★Leo4031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dynamax-crystal-leo3852,★Leo3852,★Leo3852,★Leo3852,,★Leo3852,,★Leo3852,★Leo3852,,★Leo3852,★Leo3852,★Leo3852,,★Leo3852,★Leo3852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dynamax-crystal-leo3905,★Leo3905,★Leo3905,★Leo3905,,★Leo3905,,★Leo3905,★Leo3905,,★Leo3905,★Leo3905,★Leo3905,,★Leo3905,★Leo3905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dynamax-crystal-leo3773,★Leo3773,★Leo3773,★Leo3773,,★Leo3773,,★Leo3773,★Leo3773,,★Leo3773,★Leo3773,★Leo3773,,★Leo3773,★Leo3773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dynamax-crystal-gru8425,★Gru8425,★Gru8425,★Gru8425,,★Gru8425,,★Gru8425,★Gru8425,,★Gru8425,★Gru8425,★Gru8425,,★Gru8425,★Gru8425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dynamax-crystal-gru8636,★Gru8636,★Gru8636,★Gru8636,,★Gru8636,,★Gru8636,★Gru8636,,★Gru8636,★Gru8636,★Gru8636,,★Gru8636,★Gru8636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dynamax-crystal-gru8353,★Gru8353,★Gru8353,★Gru8353,,★Gru8353,,★Gru8353,★Gru8353,,★Gru8353,★Gru8353,★Gru8353,,★Gru8353,★Gru8353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dynamax-crystal-lib5685,★Lib5685,★Lib5685,★Lib5685,,★Lib5685,,★Lib5685,★Lib5685,,★Lib5685,★Lib5685,★Lib5685,,★Lib5685,★Lib5685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dynamax-crystal-lib5531,★Lib5531,★Lib5531,★Lib5531,,★Lib5531,,★Lib5531,★Lib5531,,★Lib5531,★Lib5531,★Lib5531,,★Lib5531,★Lib5531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dynamax-crystal-lib5787,★Lib5787,★Lib5787,★Lib5787,,★Lib5787,,★Lib5787,★Lib5787,,★Lib5787,★Lib5787,★Lib5787,,★Lib5787,★Lib5787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dynamax-crystal-lib5603,★Lib5603,★Lib5603,★Lib5603,,★Lib5603,,★Lib5603,★Lib5603,,★Lib5603,★Lib5603,★Lib5603,,★Lib5603,★Lib5603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dynamax-crystal-pup3165,★Pup3165,★Pup3165,★Pup3165,,★Pup3165,,★Pup3165,★Pup3165,,★Pup3165,★Pup3165,★Pup3165,,★Pup3165,★Pup3165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dynamax-crystal-pup3185,★Pup3185,★Pup3185,★Pup3185,,★Pup3185,,★Pup3185,★Pup3185,,★Pup3185,★Pup3185,★Pup3185,,★Pup3185,★Pup3185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dynamax-crystal-pup3045,★Pup3045,★Pup3045,★Pup3045,,★Pup3045,,★Pup3045,★Pup3045,,★Pup3045,★Pup3045,★Pup3045,,★Pup3045,★Pup3045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dynamax-crystal-cyg7924,★Cyg7924,★Cyg7924,★Cyg7924,,★Cyg7924,,★Cyg7924,★Cyg7924,,★Cyg7924,★Cyg7924,★Cyg7924,,★Cyg7924,★Cyg7924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dynamax-crystal-cyg7417,★Cyg7417,★Cyg7417,★Cyg7417,,★Cyg7417,,★Cyg7417,★Cyg7417,,★Cyg7417,★Cyg7417,★Cyg7417,,★Cyg7417,★Cyg7417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
