pokemon,form,version_group,versions,location_area,method,levels,rate_overall,trade_for,note,rate_night,rate_morning,rate_day
nidorino,nidorino,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,stargleam-cavern,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
nidorino,nidorino,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,still-water-cavern,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
nidorino,nidorino,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,sunlit-cavern,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
nidorino,nidorino,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,swampy-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
nidorino,nidorino,brilliant-diamond-shining-pearl,brilliant-diamond,valor-lakefront,poke-radar,22,2%,,,,,
nidorino,nidorino,brilliant-diamond-shining-pearl,shining-pearl,valor-lakefront,poke-radar,21 - 22,20%,,,,,
nincada,nincada,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,eterna-forest,poke-radar,10 - 12,22%,,,,,
nincada,nincada,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,grassland-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
nincada,nincada,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,riverbank-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
nincada,nincada,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,still-water-cavern,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
nincada,nincada,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,sunlit-cavern,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
noctowl,noctowl,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,acuity-lakefront,walking-tall-grass,35,,,,10%,,
noctowl,noctowl,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,great-marsh-area-1,walking-tall-grass,26,,,,10%,,
noctowl,noctowl,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,great-marsh-area-2,walking-tall-grass,26,,,,10%,,
noctowl,noctowl,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,lake-acuity-sinnoh,walking-tall-grass,"34, 36",,,,20%,,
noctowl,noctowl,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,lake-valor-sinnoh,walking-tall-grass,"34, 36",,,,20%,,
noctowl,noctowl,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,mount-coronet-mountainside,walking-tall-grass,39,,,,10%,,
noctowl,noctowl,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,sendoff-spring,walking-tall-grass,53 - 54,,,,20%,,
noctowl,noctowl,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-210-sinnoh-northern-foggy-part,walking-tall-grass,25,,,,10%,,
noctowl,noctowl,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-211-sinnoh-eastern-part,walking-tall-grass,28,,,,10%,,
noctowl,noctowl,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-216-sinnoh,walking-tall-grass,33,,,,10%,,
noctowl,noctowl,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-217-sinnoh,walking-tall-grass,35,,,,10%,,
nosepass,nosepass,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-206-sinnoh,swarm,14,40%,,,,,
numel,numel,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,big-bluff-cavern,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
numel,numel,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,rocky-cave,walking-around,16 - 63,varies,,Sandshrew,,,
numel,numel,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,sandsear-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
numel,numel,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-227-sinnoh,walking-tall-grass,"22, 24",5%,,,,,
numel,numel,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,stark-mountain-outside,walking-tall-grass,"22, 24",5%,,,,,
numel,numel,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,typhlo-cavern,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
numel,numel,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,volcanic-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
nuzleaf,nuzleaf,brilliant-diamond-shining-pearl,brilliant-diamond,grassland-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
nuzleaf,nuzleaf,brilliant-diamond-shining-pearl,brilliant-diamond,riverbank-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
nuzleaf,nuzleaf,brilliant-diamond-shining-pearl,brilliant-diamond,still-water-cavern,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
nuzleaf,nuzleaf,brilliant-diamond-shining-pearl,brilliant-diamond,sunlit-cavern,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
octillery,octillery,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,fountainspring-cave,walking-around,50 - 63,varies,,Added after obtaining TM99 (Waterfall),,,
octillery,octillery,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,pastoria-city,fishing-super-rod,20 - 50,45%,,,,,
octillery,octillery,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,pokemon-league-sinnoh,fishing-super-rod,20 - 50,45%,,,,,
octillery,octillery,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,riverbank-cave,walking-around,50 - 63,varies,,Added after obtaining TM99 (Waterfall),,,
octillery,octillery,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-213-sinnoh,fishing-super-rod,20 - 50,45%,,,,,
octillery,octillery,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-222-sinnoh,fishing-super-rod,20 - 50,45%,,,,,
octillery,octillery,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-223-sinnoh,fishing-super-rod,40 - 55,15%,,,,,
octillery,octillery,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-224-sinnoh,fishing-super-rod,20 - 50,45%,,,,,
octillery,octillery,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-230-sinnoh,fishing-super-rod,40 - 55,15%,,,,,
octillery,octillery,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,still-water-cavern,walking-around,50 - 63,varies,,Added after obtaining TM99 (Waterfall),,,
octillery,octillery,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,sunyshore-city,fishing-super-rod,20 - 50,45%,,Added after obtaining the National PokéDex,,,
oddish,oddish,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,bogsunk-cavern,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
oddish,oddish,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,grassland-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
oddish,oddish,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,riverbank-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
oddish,oddish,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-229-sinnoh,walking-tall-grass,"20, 22",5%,,,,,
oddish,oddish,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-230-sinnoh,walking-tall-grass,"18, 23",11%,,,,,
oddish,oddish,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,spacious-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
oddish,oddish,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,still-water-cavern,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
oddish,oddish,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,sunlit-cavern,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
oddish,oddish,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,swampy-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
omanyte,omanyte,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,oreburgh-mining-museum,revive,1,one,,{Helix Fossil;ITEM;helix-fossil},,,
onix,onix,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,big-bluff-cavern,walking-around,16 - 63,varies,,,,,
onix,onix,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,iron-island-1f,walking-around,32 - 33,10%,,,,,
onix,onix,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,iron-island-b1f,walking-around,32 - 33,10%,,,,,
onix,onix,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,iron-island-b2f-right,walking-around,31 - 33,30%,,,,,
onix,onix,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,iron-island-b2f-left,walking-around,32 - 33,30%,,,,,
onix,onix,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,iron-island-b3f,walking-around,32 - 33,30%,,,,,
onix,onix,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,oreburgh-mine-b1f,walking-around,"8, 9",10%,,,,,
onix,onix,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,oreburgh-mine-b2f,walking-around,9,10%,,,,,
onix,onix,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,rocky-cave,walking-around,16 - 63,varies,,,,,
onix,onix,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,sandsear-cave,walking-around,16 - 63,varies,,,,,
onix,onix,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,snowpoint-temple-1f,walking-around,50 - 52,15%,,,,,
onix,onix,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,snowpoint-temple-b1f,walking-around,52 - 53,5%,,,,,
onix,onix,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,snowpoint-temple-b2f,walking-around,52 - 53,5%,,,,,
onix,onix,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,snowpoint-temple-b3f,walking-around,52 - 53,5%,,,,,
onix,onix,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,stark-mountain-inside-1,walking-around,54,5%,,,,,
onix,onix,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,stark-mountain-inside-2,walking-around,56,5%,,,,,
onix,onix,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,typhlo-cavern,walking-around,16 - 63,varies,,,,,
onix,onix,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,victory-road-sinnoh-1f,walking-around,44,10%,,,,,
onix,onix,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,victory-road-sinnoh-2f,walking-around,45,10%,,,,,
onix,onix,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,victory-road-sinnoh-1f-back-1,walking-around,50,10%,,Area is only accessible after entering the Hall of Fame and obtaining the National Pokédex,,,
onix,onix,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,victory-road-sinnoh-1f-back-2,walking-around,50,10%,,Area is only accessible after entering the Hall of Fame and obtaining the National Pokédex,,,
onix,onix,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,volcanic-cave,walking-around,16 - 63,varies,,,,,
pachirisu,pachirisu,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,fuego-ironworks,walking-tall-grass,29,10%,,,,,
pachirisu,pachirisu,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-205-sinnoh-southern-part,walking-tall-grass,8 - 9,10%,,,,,
pachirisu,pachirisu,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-205-sinnoh-northern-part,walking-tall-grass,11,10%,,,,,
pachirisu,pachirisu,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,spacious-cave,walking-around,16 - 63,varies,,,,,
pachirisu,pachirisu,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,valley-windworks,walking-tall-grass,7 - 8,25%,,,,,
pachirisu,pachirisu,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,whiteout-cave,walking-around,16 - 63,varies,,,,,
palkia,palkia,brilliant-diamond-shining-pearl,shining-pearl,spear-pillar,special-encounter,47,one,,Appears as part of the story. Respawns after entering the Hall of Fame if run from or defeated,,,
paras,paras,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,bogsunk-cavern,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
paras,paras,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,grassland-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
paras,paras,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,great-marsh,walking-tall-grass,"22, 24, 26",10%,,"Post-National PokéDex, 1/32 selection chance",,,
paras,paras,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,sunlit-cavern,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
paras,paras,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,swampy-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
pelipper,pelipper,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,canalave-city,surfing,20 - 40,5%,,,,,
pelipper,pelipper,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,fountainspring-cave,walking-around,42 - 63,varies,,Added after earning the Icicle Badge,,,
pelipper,pelipper,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,fuego-ironworks,surfing,20 - 40,5%,,,,,
pelipper,pelipper,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,iron-island-outside,surfing,20 - 40,5%,,,,,
pelipper,pelipper,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,pastoria-city,surfing,20 - 40,5%,,,,,
pelipper,pelipper,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,pokemon-league-sinnoh,surfing,35 - 45,35%,,,,,
pelipper,pelipper,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,riverbank-cave,walking-around,42 - 63,varies,,Added after earning the Icicle Badge,,,
pelipper,pelipper,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-205-sinnoh-southern-part,surfing,20 - 40,5%,,,,,
pelipper,pelipper,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-213-sinnoh,surfing,20 - 40,5%,,,,,
pelipper,pelipper,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-218-sinnoh,surfing,20 - 40,5%,,,,,
pelipper,pelipper,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-219-sinnoh,surfing,20 - 40,5%,,,,,
pelipper,pelipper,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-220-sinnoh,surfing,20 - 40,5%,,,,,
pelipper,pelipper,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-221-sinnoh,surfing,20 - 40,5%,,,,,
pelipper,pelipper,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-222-sinnoh,surfing,20 - 40,5%,,,,,
pelipper,pelipper,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-223-sinnoh,surfing,35 - 45,30%,,,,,
pelipper,pelipper,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-224-sinnoh,surfing,40 - 55,65%,,,,,
pelipper,pelipper,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-226-sinnoh,surfing,40 - 55,60%,,,,,
pelipper,pelipper,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-229-sinnoh,surfing,45 - 55,30%,,,,,
pelipper,pelipper,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-230-sinnoh,surfing,40 - 55,60%,,,,,
pelipper,pelipper,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,spacious-cave,walking-around,42 - 63,varies,,Added after earning the Icicle Badge,,,
pelipper,pelipper,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,still-water-cavern,walking-around,42 - 63,varies,,Added after earning the Icicle Badge,,,
pelipper,pelipper,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,sunyshore-city,surfing,35 - 45,30%,,Added after obtaining the National PokéDex,,,
pelipper,pelipper,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,valley-windworks,surfing,20 - 40,5%,,,,,
phanpy,phanpy,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,big-bluff-cavern,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
phanpy,phanpy,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,rocky-cave,walking-around,16 - 63,varies,,Sandshrew,,,
phanpy,phanpy,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-207-sinnoh,swarm,5,40%,,,,,
pichu,pichu,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,trophy-garden,walking-tall-grass,16,,,Added after obtaining the National PokéDex,10%,30%,10%
pidgey,pidgey,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-229-sinnoh,swarm,51,40%,,,,,
pikachu,pikachu,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,trophy-garden,walking-tall-grass,18,10%,,Added after obtaining the National PokéDex,,,
pineco,pineco,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,bogsunk-cavern,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
pineco,pineco,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,grassland-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
pineco,pineco,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,sunlit-cavern,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
pineco,pineco,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,swampy-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
