identifier,id,category,category_pokedb,cost,fling_power,fling_effect,introduced_generation,flags,is_consumable,is_holdable,is_field_usable,is_battle_usable,description,source
dynamax-crystal-gru8636,1520,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-gru8353,1521,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-lib5685,1522,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-lib5531,1523,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-lib5787,1524,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-lib5603,1525,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-pup3165,1526,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-pup3185,1527,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-pup3045,1528,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-cyg7924,1529,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-cyg7417,1530,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-cyg7796,1531,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-cyg8301,1532,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-cyg7949,1533,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-cyg7528,1534,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-oct7228,1535,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-col1956,1536,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-col2040,1537,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-col2177,1538,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-gem2990,1539,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-gem2891,1540,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-gem2421,1541,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-gem2473,1542,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-gem2216,1543,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-gem2777,1544,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-gem2650,1545,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-gem2286,1546,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-gem2484,1547,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-gem2930,1548,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-peg8775,1549,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-peg8781,1550,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-peg39,1551,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-peg8308,1552,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-peg8650,1553,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-peg8634,1554,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-peg8684,1555,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-peg8450,1556,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-peg8880,1557,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-peg8905,1558,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-oph6556,1559,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-oph6378,1560,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-oph6603,1561,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-oph6149,1562,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-oph6056,1563,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-oph6075,1564,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-ser5854,1565,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-ser7141,1566,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-ser5879,1567,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-her6406,1568,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-her6148,1569,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-her6410,1570,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-her6526,1571,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-her6117,1572,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-her6008,1573,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-per936,1574,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-per1017,1575,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-per1131,1576,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-per1228,1577,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-per834,1578,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-per941,1579,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-phe99,1580,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-phe338,1581,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-vel3634,1582,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-vel3485,1583,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-vel3734,1584,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-aqr8232,1585,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-aqr8414,1586,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-aqr8709,1587,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-aqr8518,1588,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-aqr7950,1589,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-aqr8499,1590,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-aqr8610,1591,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-aqr8264,1592,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-cru4853,1593,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-cru4730,1594,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-cru4763,1595,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-cru4700,1596,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-cru4656,1597,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-psa8728,1598,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-tra6217,1599,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-cap7776,1600,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-cap7754,1601,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-cap8278,1602,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-cap8322,1603,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-cap7773,1604,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-sge7479,1605,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-car2326,1606,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-car3685,1607,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-car3307,1608,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-car3699,1609,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-dra5744,1610,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-dra5291,1611,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-dra6705,1612,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-dra6536,1613,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-dra7310,1614,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-dra6688,1615,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-dra4434,1616,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-dra6370,1617,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-dra7462,1618,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-dra6396,1619,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-dra6132,1620,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-dra6636,1621,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-cvn4915,1622,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-cvn4785,1623,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-cvn4846,1624,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-aql7595,1625,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-aql7557,1626,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-aql7525,1627,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-aql7602,1628,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-aql7235,1629,dynamax-crystals,,20,,,8,,,,,,,pokeapi
max-honey,1630,revival,medicine,4000,30,,8,,1,0,1,1,"Honey produced by Dynamax Vespiquen that revives a fainted Pokémon and restores all HP, and is used as an ingredient for Max Soup.",both
max-mushrooms,1631,stat-boosts,battle-items,6000,30,,8,,1,0,1,1,Mushrooms imbued with Dynamax energy that boost all of a Pokémon’s stats in battle and can be used to create Max Soup.,both
galarica-twig,1632,collectibles,misc-items,20,30,,8,,1,1,0,0,"A twig from a Galarica tree, used as material to make accessories for certain Pokémon.",both
galarica-cuff,1633,collectibles,evolution-items,3000,30,,8,,1,0,1,0,An Evolution item that causes Galarian Slowpoke to evolve into Galarian Slowbro when used.,both
style-card,1634,gameplay,key-items,0,,,8,,0,0,0,0,A card that increases the selection available in boutiques and hair salons.,both
armor-pass,1635,plot-advancement,key-items,0,,,8,,0,0,1,0,A pass that allows the player to travel to the Isle of Armor by showing it to the rail staff at Wedgehurst Station.,both
rotom-bike--sparkling-white,1636,unused,,0,,,8,,,,,,,pokeapi
rotom-bike--glistening-black,1637,unused,,0,,,8,,,,,,,pokeapi
exp-charm,1638,gameplay,key-items,0,,,8,,0,0,0,0,A charm that increases the amount of experience the player's party receives.,both
armorite-ore,1639,collectibles,misc-items,20,30,,8,,1,1,1,0,Rare ore found on the Isle of Armor that can be exchanged with collectors for various benefits.,both
mark-charm,1640,gameplay,key-items,0,,,8,,0,0,0,0,A mysterious and unique charm that increases the chance of encountering a Pokémon with a mark.,both
reins-of-unity--merge,1641,unused,,0,,,8,,,,,,,pokeapi
reins-of-unity--split,1642,unused,,0,,,8,,,,,,,pokeapi
galarica-wreath,1643,collectibles,evolution-items,3000,30,,8,,1,0,1,0,A wreath made from Galarica Twigs that causes Galarian Slowpoke to evolve into Galarian Slowking when used.,both
legendary-clue-1,1644,plot-advancement,key-items,0,,,8,,0,0,1,0,A written clue by Peony about the King of Bountiful Harvests that guides the player through Calyrex’s story.,both
legendary-clue-2,1645,plot-advancement,key-items,0,,,8,,0,0,0,0,A written clue by Peony that provides information about the legendary giants and how to find them.,both
legendary-clue-3,1646,plot-advancement,key-items,0,,,8,,0,0,1,0,A clue written by Peony about the legendary birds and their Galarian variants.,both
legendary-clue-question,1647,plot-advancement,key-items,0,,,8,,0,0,1,0,A mysterious memo that provides information about the Ultra Wormhole above the Max Lair and enables encounters with Necrozma and Ultra Beasts.,both
crown-pass,1648,plot-advancement,key-items,0,,,8,,0,0,1,0,A pass that allows the player to travel to the Crown Tundra via Wedgehurst Station.,both
wooden-crown,1649,plot-advancement,key-items,0,,,8,,0,0,1,0,A mysterious wooden object that can be placed on a statue to summon Calyrex.,both
radiant-petal,1650,plot-advancement,key-items,0,,,8,,0,0,0,0,A single petal given by the King of Bountiful Harvests that radiates a faint light.,both
white-mane-hair,1651,plot-advancement,key-items,0,,,8,,0,0,0,0,"Mane hair that belonged to Glastrier, used together with a Radiant Petal to create the Reins of Unity.",both
black-mane-hair,1652,plot-advancement,key-items,0,,,8,,0,0,0,0,"Mane hair that belonged to Spectrier, used with a Radiant Petal to create the Reins of Unity.",both
iceroot-carrot,1653,plot-advancement,key-items,0,,,8,,0,0,1,0,"Produce that the King of Bountiful Harvests' beloved steed likes to eat, grown in a field covered in snow.",both
shaderoot-carrot,1654,plot-advancement,key-items,0,,,8,,0,0,1,0,"A carrot that emits a scent beloved by Spectrier, used to summon it at the Crown Shrine.",both
dynite-ore,1655,collectibles,misc-items,20,30,,8,,,,,,Mysterious ore obtained in the Max Lair that can be exchanged with collectors in the Crown Tundra for various benefits.,both
carrot-seeds,1656,plot-advancement,key-items,20,,,8,,0,0,1,0,Seeds that can be planted in certain fields to grow a special carrot depending on the location.,both
ability-patch,1657,vitamins,misc-items,20,0,,8,,1,1,1,0,A patch that changes a Pokémon’s Ability to its Hidden Ability.,both
reins-of-unity,1658,plot-advancement,key-items,0,,,8,,0,0,1,0,A set of reins that allow Calyrex to unite with or separate from its beloved steed.,both
adamant-crystal,1659,gameplay,key-items,0,,,8,,0,1,1,1,"A large, glowing gem associated with Dialga that allows it to change form and boosts its power.",both
lustrous-globe,1660,gameplay,key-items,0,,,8,,0,1,1,1,"A large, glowing orb associated with Palkia that allows it to change form and enhances its power.",both
griseous-core,1661,gameplay,key-items,0,,,8,,0,1,1,1,"A large, glowing gem associated with Giratina that allows it to change form and enhances its power.",both
blank-plate,1662,plates,key-items,0,,,8,,0,,1,0,A stone tablet imbued with the essence of normalcy that allows a certain Pokémon to gain the power of the Normal type.,both
strange-ball,1663,event-items,poke-balls,0,,,8,,1,0,1,1,A special Poké Ball used to display Pokémon transferred from incompatible games.,both
legend-plate,1664,plates,key-items,0,,,8,,0,,,,A stone tablet imbued with the essence of all creation that alters Arceus and the type of Judgment.,both
rotom-phone,1665,event-items,key-items,0,,,9,,0,0,1,0,A smartphone possessed by a Rotom that runs various apps such as the Pokédex and serves as the player’s main interface.,both
sandwich,1666,event-items,key-items,0,,,9,,0,0,1,0,"A dish made by sandwiching vegetables, meat, or other ingredients between two pieces of bread, often enjoyed during picnics.",both
koraidons-poke-ball,1667,event-items,key-items,0,,,9,,0,0,0,0,A Poké Ball used to house the Legendary Pokémon Koraidon.,both
miraidons-poke-ball,1668,event-items,key-items,0,,,9,,0,0,0,0,A Poké Ball used to house the Legendary Pokémon Miraidon.,both
tera-orb,1669,event-items,key-items,0,,,9,,0,0,0,1,A Poké Ball-shaped device that allows a Trainer’s Pokémon to Terastallize when charged.,both
scarlet-book,1670,event-items,key-items,0,,,9,,0,0,0,0,"A record of an expedition into the Great Crater of Paldea written by Heath, bearing the name Sada in clumsy handwriting.",both
violet-book,1671,event-items,key-items,0,,,9,,0,0,1,0,"A record of Heath's expedition into the Great Crater of Paldea, bearing the name Turo written in clumsy handwriting.",both
kofus-wallet,1672,plot-advancement,key-items,0,,,9,,0,0,,0,"A wallet left behind by Kofu, the Cascarrafa Gym Leader, meant to be delivered to him at the Porto Marinada market.",both
tiny-bamboo-shoot,1673,loot,valueable-items,375,30,,9,,0,,0,0,A small and rare bamboo shoot that is mainly valuable for selling.,both
big-bamboo-shoot,1674,loot,valueable-items,1500,30,,9,,0,1,0,0,A large and rare bamboo shoot that is valued primarily for selling.,both
scroll-of-darkness,1675,gameplay,key-items,0,,,9,,0,0,1,0,A peculiar scroll that allows Kubfu to evolve into Single Strike Style Urshifu by revealing the secrets of the path of darkness.,both
scroll-of-waters,1676,gameplay,key-items,0,,,9,,0,0,1,0,A peculiar scroll that allows Kubfu to evolve into Rapid Strike Style Urshifu.,both
malicious-armor,1677,evolution,evolution-items,750,30,,9,,1,0,1,0,A peculiar set of armor that causes Charcadet to evolve into Ceruledge when used.,both
normal-tera-shard,1678,tera-shard,misc-items,500,30,,9,,1,1,1,0,A shard that can be used to change a Pokémon’s Tera Type to Normal.,both
fire-tera-shard,1679,tera-shard,misc-items,500,30,,9,,1,0,1,0,A Tera Shard corresponding to the Fire type that can be used to change a Pokémon’s Tera Type to Fire.,both
water-tera-shard,1680,tera-shard,misc-items,500,30,,9,,1,1,0,0,A shard formed from shattered Tera Jewels that can be used to change a Pokémon’s Tera Type to Water.,both
electric-tera-shard,1681,tera-shard,misc-items,500,30,,9,,0,,0,0,A Tera Shard that can be used to change a Pokémon’s Tera Type to Electric.,both
grass-tera-shard,1682,tera-shard,misc-items,500,30,,9,,1,0,1,0,A Tera Shard that corresponds to the Grass type and can be used to change a Pokémon’s Tera Type.,both
ice-tera-shard,1683,tera-shard,misc-items,500,30,,9,,1,1,1,0,A Tera Shard corresponding to the Ice type that can be used to change a Pokémon’s Tera Type to Ice.,both
fighting-tera-shard,1684,tera-shard,misc-items,500,30,,9,,1,1,1,0,A Tera Shard that corresponds to the Fighting type and can be used to change a Pokémon’s Tera Type.,both
poison-tera-shard,1685,tera-shard,misc-items,500,30,,9,,1,1,1,0,A shard that can be used to change a Pokémon’s Tera Type to Poison.,both
ground-tera-shard,1686,tera-shard,misc-items,500,30,,9,,1,1,1,0,A shard that can be collected and used to change a Pokémon’s Tera Type to Ground.,both
flying-tera-shard,1687,tera-shard,misc-items,500,30,,9,,1,0,1,0,A shard that can be collected and used to change a Pokémon’s Tera Type to Flying.,both
psychic-tera-shard,1688,tera-shard,misc-items,500,30,,9,,1,0,1,0,A Tera Shard that can be collected and used to change a Pokémon’s Tera Type to Psychic.,both
bug-tera-shard,1689,tera-shard,misc-items,500,30,,9,,1,1,1,0,A shard formed from shattered Tera Jewels that can be used to change a Pokémon’s Tera Type to Bug.,both
rock-tera-shard,1690,tera-shard,misc-items,500,30,,9,,1,1,1,0,A Tera Shard that corresponds to the Rock type and can be used to change a Pokémon’s Tera Type.,both
ghost-tera-shard,1691,tera-shard,misc-items,500,30,,9,,1,1,1,0,A shard that can be used to change a Pokémon’s Tera Type to Ghost.,both
dragon-tera-shard,1692,tera-shard,misc-items,500,30,,9,,1,0,1,0,A shard that can be used to change a Pokémon’s Tera Type to Dragon.,both
dark-tera-shard,1693,tera-shard,misc-items,500,30,,9,,1,0,1,0,A shard that can be collected and used to change a Pokémon’s Tera Type to Dark.,both
steel-tera-shard,1694,tera-shard,misc-items,500,30,,9,,1,0,1,0,A shard that can be collected and used to change a Pokémon’s Tera Type to Steel.,both
fairy-tera-shard,1695,tera-shard,misc-items,500,30,,9,,1,0,1,0,A shard that can be used to change a Pokémon’s Tera Type to Fairy.,both
booster-energy,1696,held-items,misc-items,0,30,,9,,1,1,0,0,An item to be held by Pokémon with certain Abilities that activates and boosts the Pokémon's power.,both
ability-shield,1697,held-items,misc-items,20000,30,,9,,0,1,0,1,"A held item that protects the holder from having its Ability changed, suppressed, or ignored.",both
clear-amulet,1698,held-items,misc-items,30000,30,,9,,0,1,,,An item to be held by a Pokémon that protects the holder from having its stats lowered by moves used against it or by other Pokémon's Abilities.,both
mirror-herb,1699,held-items,misc-items,30000,30,,9,,1,1,1,1,An item to be held by a Pokémon that allows the holder to copy an opponent's stat increases once.,both
punching-glove,1700,held-items,misc-items,15000,30,,9,,0,1,0,0,A protective glove that boosts the power of the holder's punching moves and prevents direct contact with targets.,both
covert-cloak,1701,held-items,misc-items,20000,30,,9,,0,1,0,0,An item to be held by a Pokémon that protects the holder from the additional effects of damaging moves.,both
loaded-dice,1702,held-items,held-items,20000,30,,9,,0,1,0,0,A held item that ensures multistrike moves used by the holder hit more times.,both
baguette,1703,sandwich-ingredients,ingredients,0,,,9,,,,,,"A type of sandwich ingredient with a straightforward, salty wheat flavor that pairs well with many fillings.",both
mayonnaise,1704,sandwich-ingredients,ingredients,120,10,,9,,1,1,0,0,A condiment ingredient used when making sandwiches.,both
ketchup,1705,sandwich-ingredients,ingredients,110,10,,9,,1,0,1,0,A condiment ingredient used when making sandwiches during picnics.,both
mustard,1706,sandwich-ingredients,ingredients,130,,,9,,1,0,1,0,A spicy condiment ingredient used when making sandwiches.,both
butter,1707,sandwich-ingredients,ingredients,250,,,9,,1,,,,A cooking ingredient used when making sandwiches.,both
peanut-butter,1708,sandwich-ingredients,picnic-items,300,,,9,,1,0,0,0,A sweet condiment ingredient used for making sandwiches.,both
chili-sauce,1709,sandwich-ingredients,ingredients,320,,,9,,1,0,0,0,A spicy condiment used as an ingredient when making sandwiches.,both
salt,1710,sandwich-ingredients,ingredients,90,,,9,,1,0,0,0,A very salty seasoning used as an ingredient when making sandwiches.,both
pepper,1711,sandwich-ingredients,ingredients,100,,,9,,1,0,1,0,A spicy seasoning ingredient used when making sandwiches.,both
yogurt,1712,sandwich-ingredients,ingredients,140,,,9,,1,0,1,0,A sweet and sour condiment used as an ingredient when making sandwiches.,both
whipped-cream,1713,sandwich-ingredients,picnic-items,200,,,9,,1,0,1,0,A very sweet condiment used as an ingredient for making sandwiches.,both
