species,genus_en,genus_ja,genus_ja_hrkt,genus_fr,genus_de,genus_es,genus_es_419,genus_it,genus_ko,genus_zh_hant,genus_zh_hans
601,Gear Pokémon,はぐるまポケモン,はぐるまポケモン,Pokémon Engrenage,Getriebe-Pokémon,Pokémon Engranaje,Pokémon Engranaje,Pokémon Ingranaggio,톱니바퀴포켓몬,齒輪寶可夢,齿轮宝可梦
602,EleFish Pokémon,でんきうおポケモン,でんきうおポケモン,Pokémon Électrophore,Stromfisch,Pokémon Electropez,Pokémon Electropez,Pokémon Elettropesce,전기물고기포켓몬,電魚寶可夢,电鱼宝可梦
603,EleFish Pokémon,でんきうおポケモン,でんきうおポケモン,Pokémon Électrophore,Stromfisch,Pokémon Electropez,Pokémon Electropez,Pokémon Elettropesce,전기물고기포켓몬,電魚寶可夢,电鱼宝可梦
604,EleFish Pokémon,でんきうおポケモン,でんきうおポケモン,Pokémon Électrophore,Stromfisch,Pokémon Electropez,Pokémon Electropez,Pokémon Elettropesce,전기물고기포켓몬,電魚寶可夢,电鱼宝可梦
605,Cerebral Pokémon,ブレインポケモン,ブレインポケモン,Pokémon Cerveau,Grips-Pokémon,Pokémon Cerebro,Pokémon Cerebro,Pokémon Cervello,브레인포켓몬,腦寶可夢,脑宝可梦
606,Cerebral Pokémon,ブレインポケモン,ブレインポケモン,Pokémon Cerveau,Grips-Pokémon,Pokémon Cerebro,Pokémon Cerebro,Pokémon Cervello,브레인포켓몬,腦寶可夢,脑宝可梦
607,Candle Pokémon,ろうそくポケモン,ろうそくポケモン,Pokémon Chandelle,Kerzen-Pokémon,Pokémon Vela,Pokémon Vela,Pokémon Candela,양초포켓몬,蠟燭寶可夢,蜡烛宝可梦
608,Lamp Pokémon,ランプポケモン,ランプポケモン,Pokémon Lampe,Lampen-Pokémon,Pokémon Farolillo,Pokémon Farolillo,Pokémon Lanterna,램프포켓몬,油燈寶可夢,油灯宝可梦
609,Luring Pokémon,いざないポケモン,いざないポケモン,Pokémon Invitation,Geleit-Pokémon,Pokémon Señuelo,Pokémon Señuelo,Pokémon Attiranime,권유포켓몬,引誘寶可夢,引诱宝可梦
610,Tusk Pokémon,キバポケモン,キバポケモン,Pokémon Crocs,Stoßzahn-Pokémon,Pokémon Colmillo,Pokémon Colmillo,Pokémon Zanna,이빨포켓몬,牙寶可夢,牙宝可梦
611,Axe Jaw Pokémon,あごオノポケモン,あごオノポケモン,Pokémon Hachomenton,Beilkiefer-Pokémon,Pokémon Boca Hacha,Pokémon Boca Hacha,Pokémon Mascellascia,도끼턱포켓몬,顎斧寶可夢,颚斧宝可梦
612,Axe Jaw Pokémon,あごオノポケモン,あごオノポケモン,Pokémon Hachomenton,Beilkiefer-Pokémon,Pokémon Boca Hacha,Pokémon Boca Hacha,Pokémon Mascellascia,도끼턱포켓몬,顎斧寶可夢,颚斧宝可梦
613,Chill Pokémon,ひょうけつポケモン,ひょうけつポケモン,Pokémon Gelé,Eisschollen-Pokémon,Pokémon Congelación,Pokémon Congelación,Pokémon Freddo,빙결포켓몬,結冰寶可夢,结冰宝可梦
614,Freezing Pokémon,とうけつポケモン,とうけつポケモン,Pokémon Congelé,Packeis-Pokémon,Pokémon Glaciación,Pokémon Glaciación,Pokémon Glaciale,동결포켓몬,凍結寶可夢,冻结宝可梦
615,Crystallizing Pokémon,けっしょうポケモン,けっしょうポケモン,Pokémon Cristal,Kristall-Pokémon,Pokémon Cristal,Pokémon Cristal,Pokémon Cristallo,결정포켓몬,結晶寶可夢,结晶宝可梦
616,Snail Pokémon,マイマイポケモン,マイマイポケモン,Pokémon Escargot,Schnecken-Pokémon,Pokémon Caracol,Pokémon Caracol,Pokémon Lumachina,달팽이포켓몬,蝸牛寶可夢,蜗牛宝可梦
617,Shell Out Pokémon,からぬけポケモン,からぬけポケモン,Pokémon Exuviateur,Entschalungs-Pokémon,Pokémon Sincaparazón,Pokémon Sincaparazón,Pokémon Sgusciato,탈껍질포켓몬,脫殼寶可夢,脱壳宝可梦
618,Trap Pokémon,トラップポケモン,トラップポケモン,Pokémon Piège,Falle-Pokémon,Pokémon Trampa,Pokémon Trampa,Pokémon Trappola,트랩포켓몬,陷阱寶可夢,陷阱宝可梦
619,Martial Arts Pokémon,ぶじゅつポケモン,ぶじゅつポケモン,Pokémon Art Martial,Kampfkünste-Pokémon,Pokémon Arte Marcial,Pokémon Arte Marcial,Pokémon Marziale,무술포켓몬,武術寶可夢,武术宝可梦
620,Martial Arts Pokémon,ぶじゅつポケモン,ぶじゅつポケモン,Pokémon Art Martial,Kampfkünste-Pokémon,Pokémon Arte Marcial,Pokémon Arte Marcial,Pokémon Marziale,무술포켓몬,武術寶可夢,武术宝可梦
621,Cave Pokémon,ほらあなポケモン,ほらあなポケモン,Pokémon Caverne,Höhlen-Pokémon,Pokémon Cueva,Pokémon Cueva,Pokémon Grotta,동굴포켓몬,洞穴寶可夢,洞穴宝可梦
622,Automaton Pokémon,ゴーレムポケモン,ゴーレムポケモン,Pokémon Golem Ancien,Urgolem-Pokémon,Pokémon Autómata,Pokémon Autómata,Pokémon Statuanimata,골렘포켓몬,魔像寶可夢,魔像宝可梦
623,Automaton Pokémon,ゴーレムポケモン,ゴーレムポケモン,Pokémon Golem Ancien,Urgolem-Pokémon,Pokémon Autómata,Pokémon Autómata,Pokémon Statuanimata,골렘포켓몬,魔像寶可夢,魔像宝可梦
624,Sharp Blade Pokémon,はものポケモン,はものポケモン,Pokémon Coupant,Stahlklingen-Pokémon,Pokémon Tajo,Pokémon Tajo,Pokémon Lamaffilata,날붙이포켓몬,利器寶可夢,利器宝可梦
625,Sword Blade Pokémon,とうじんポケモン,とうじんポケモン,Pokémon Tranchant,Schwertklingen-Pokémon,Pokémon Filo,Pokémon Filo,Pokémon Fildilama,도인포켓몬,刀刃寶可夢,刀刃宝可梦
626,Bash Buffalo Pokémon,ずつきうしポケモン,ずつきうしポケモン,Pokémon Coup d’Bœuf,Kopfstoßrind-Pokémon,Pokémon Torocabezazo,Pokémon Torocabezazo,Pokémon Sfondatoro,박치기소포켓몬,頭錘牛寶可夢,头锤牛宝可梦
627,Eaglet Pokémon,ヒナわしポケモン,ヒナわしポケモン,Pokémon Aiglon,Adlerküken-Pokémon,Pokémon Aguilucho,Pokémon Aguilucho,Pokémon Aquilotto,새끼독수리포켓몬,雛鷹寶可夢,雏鹰宝可梦
628,Valiant Pokémon,ゆうもうポケモン,ゆうもうポケモン,Pokémon Vaillant,Kühnheits-Pokémon,Pokémon Aguerrido,Pokémon Aguerrido,Pokémon Baldanza,용맹포켓몬,勇猛寶可夢,勇猛宝可梦
629,Diapered Pokémon,おむつポケモン,おむつポケモン,Pokémon Couche,Windel-Pokémon,Pokémon Pañal,Pokémon Pañal,Pokémon Pannolino,기저귀포켓몬,尿布寶可夢,尿布宝可梦
630,Bone Vulture Pokémon,ほねわしポケモン,ほねわしポケモン,Pokémon Vostour,Knochenadler-Pokémon,Pokémon Buitre Hueso,Pokémon Buitre Hueso,Pokémon Ossaquila,뼈독수리포켓몬,骨鷹寶可夢,骨鹰宝可梦
631,Anteater Pokémon,アリクイポケモン,アリクイポケモン,Pokémon Tamanoir,Ameisenbären-Pokémon,Pokémon Hormiguero,Pokémon Hormiguero,Pokémon Formichiere,개미핥기포켓몬,食蟻獸寶可夢,食蚁兽宝可梦
632,Iron Ant Pokémon,てつアリポケモン,てつアリポケモン,Pokémon Fourmi Dure,Eisenameisen-Pokémon,Pokémon Hormigacero,Pokémon Hormigacero,Pokémon Ferformica,철개미포켓몬,鐵蟻寶可夢,铁蚁宝可梦
633,Irate Pokémon,そぼうポケモン,そぼうポケモン,Pokémon Rude,Haudrauf-Pokémon,Pokémon Tosco,Pokémon Tosco,Pokémon Impeto,폭거포켓몬,粗魯寶可夢,粗鲁宝可梦
634,Hostile Pokémon,らんぼうポケモン,らんぼうポケモン,Pokémon Violent,Grobheits-Pokémon,Pokémon Violento,Pokémon Violento,Pokémon Irruenza,흉포포켓몬,粗暴寶可夢,粗暴宝可梦
635,Brutal Pokémon,きょうぼうポケモン,きょうぼうポケモン,Pokémon Brutal,Brutal-Pokémon,Pokémon Voraz,Pokémon Voraz,Pokémon Brutale,난폭포켓몬,凶暴寶可夢,凶暴宝可梦
636,Torch Pokémon,たいまつポケモン,たいまつポケモン,Pokémon Torche,Fackel-Pokémon,Pokémon Antorcha,Pokémon Antorcha,Pokémon Torcia,횃불포켓몬,火炬寶可夢,火炬宝可梦
637,Sun Pokémon,たいようポケモン,たいようポケモン,Pokémon Soleil,Sonnen-Pokémon,Pokémon Sol,Pokémon Sol,Pokémon Sole,태양포켓몬,太陽寶可夢,太阳宝可梦
638,Iron Will Pokémon,てっしんポケモン,てっしんポケモン,Pokémon Cœur de Fer,Eisenkern-Pokémon,Pokémon Tesón Acero,Pokémon Tesón Acero,Pokémon Metalcuore,철심포켓몬,鐵心寶可夢,铁心宝可梦
639,Cavern Pokémon,がんくつポケモン,がんくつポケモン,Pokémon Grotte,Felsenhöhlen-Pokémon,Pokémon Gruta,Pokémon Gruta,Pokémon Caverna,암굴포켓몬,岩窟寶可夢,岩窟宝可梦
640,Grassland Pokémon,そうげんポケモン,そうげんポケモン,Pokémon Plaine Verte,Wiesen-Pokémon,Pokémon Prado,Pokémon Prado,Pokémon Prateria,초원포켓몬,草原寶可夢,草原宝可梦
641,Cyclone Pokémon,せんぷうポケモン,せんぷうポケモン,Pokémon Tornade,Wirbelsturm-Pokémon,Pokémon Torbellino,Pokémon Torbellino,Pokémon Turbinio,선풍포켓몬,旋風寶可夢,旋风宝可梦
642,Bolt Strike Pokémon,らいげきポケモン,らいげきポケモン,Pokémon Foudroyeur,Torpedo-Pokémon,Pokémon Centella,Pokémon Centella,Pokémon Fulminante,뇌격포켓몬,雷擊寶可夢,雷击宝可梦
643,Vast White Pokémon,はくようポケモン,はくようポケモン,Pokémon Blanc Réel,Wahres Weiß-Pokémon,Pokémon Blanco Veraz,Pokémon Blanco Veraz,Pokémon Bianco Verità,백양포켓몬,白陽寶可夢,白阳宝可梦
644,Deep Black Pokémon,こくいんポケモン,こくいんポケモン,Pokémon Noir Idéal,Reines Schwarz-Pokémon,Pokémon Negro Puro,Pokémon Negro Puro,Pokémon Nero Ideale,흑음포켓몬,黑陰寶可夢,黑阴宝可梦
645,Abundance Pokémon,ほうじょうポケモン,ほうじょうポケモン,Pokémon Fertilité,Reichtums-Pokémon,Pokémon Fertilidad,Pokémon Fertilidad,Pokémon Fertilità,풍요포켓몬,豐饒寶可夢,丰饶宝可梦
646,Boundary Pokémon,きょうかいポケモン,きょうかいポケモン,Pokémon Frontière,Schwellen-Pokémon,Pokémon Frontera,Pokémon Frontera,Pokémon Confine,경계포켓몬,境界寶可夢,境界宝可梦
647,Colt Pokémon,わかごまポケモン,わかごまポケモン,Pokémon Poulain,Fohlen-Pokémon,Pokémon Potro,Pokémon Potro,Pokémon Puledro,망아지포켓몬,幼馬寶可夢,幼马宝可梦
648,Melody Pokémon,せんりつポケモン,せんりつポケモン,Pokémon Mélodie,Melodie,Pokémon Melodía,Pokémon Melodía,Pokémon Melodia,선율포켓몬,旋律寶可夢,旋律宝可梦
649,Paleozoic Pokémon,こせいだいポケモン,こせいだいポケモン,Pokémon Paléozoïque,Paläozoikums-Pokémon,Pokémon Paleozoico,Pokémon Paleozoico,Pokémon Paleozoico,고생대포켓몬,古生代寶可夢,古生代宝可梦
650,Spiny Nut Pokémon,いがぐりポケモン,いがぐりポケモン,Pokémon Bogue,Stachelkopf,Pokémon Erizo,Pokémon Erizo,Pokémon Castanriccio,밤송이포켓몬,刺栗寶可夢,刺栗宝可梦
651,Spiny Armor Pokémon,とげよろいポケモン,とげよろいポケモン,Pokémon Épinarmure,Spitzpanzer,Pokémon Corazaespín,Pokémon Corazaespín,Pokémon Spincorazza,가시갑옷포켓몬,刺鎧寶可夢,刺铠宝可梦
652,Spiny Armor Pokémon,とげよろいポケモン,とげよろいポケモン,Pokémon Épinarmure,Spitzpanzer,Pokémon Corazaespín,Pokémon Corazaespín,Pokémon Spincorazza,가시갑옷포켓몬,刺鎧寶可夢,刺铠宝可梦
653,Fox Pokémon,キツネポケモン,キツネポケモン,Pokémon Renard,Fuchs,Pokémon Zorro,Pokémon Zorro,Pokémon Volpe,여우포켓몬,狐狸寶可夢,狐狸宝可梦
654,Fox Pokémon,キツネポケモン,キツネポケモン,Pokémon Renard,Fuchs,Pokémon Zorro,Pokémon Zorro,Pokémon Volpe,여우포켓몬,狐狸寶可夢,狐狸宝可梦
655,Fox Pokémon,キツネポケモン,キツネポケモン,Pokémon Renard,Fuchs,Pokémon Zorro,Pokémon Zorro,Pokémon Volpe,여우포켓몬,狐狸寶可夢,狐狸宝可梦
656,Bubble Frog Pokémon,あわがえるポケモン,あわがえるポケモン,Pokémon Crapobulle,Blubbfrosch,Pokémon Burburrana,Pokémon Burburrana,Pokémon Schiumorana,거품개구리포켓몬,泡蛙寶可夢,泡蛙宝可梦
657,Bubble Frog Pokémon,あわがえるポケモン,あわがえるポケモン,Pokémon Crapobulle,Blubbfrosch,Pokémon Burburrana,Pokémon Burburrana,Pokémon Schiumorana,거품개구리포켓몬,泡蛙寶可夢,泡蛙宝可梦
658,Ninja Pokémon,しのびポケモン,しのびポケモン,Pokémon Ninja,Ninja,Pokémon Ninja,Pokémon Ninja,Pokémon Ninja,시노비포켓몬,忍者寶可夢,忍者宝可梦
659,Digging Pokémon,あなほりポケモン,あなほりポケモン,Pokémon Fouisseur,Baugräber-Pokémon,Pokémon Excavador,Pokémon Excavador,Pokémon Scavabuche,땅구멍파기포켓몬,挖洞寶可夢,挖洞宝可梦
660,Digging Pokémon,あなほりポケモン,あなほりポケモン,Pokémon Fouisseur,Baugräber-Pokémon,Pokémon Excavador,Pokémon Excavador,Pokémon Scavabuche,땅구멍파기포켓몬,挖洞寶可夢,挖洞宝可梦
661,Tiny Robin Pokémon,コマドリポケモン,コマドリポケモン,Pokémon Rougegorge,Rotkehlchen-Pokémon,Pokémon Petirrojo,Pokémon Petirrojo,Pokémon Pettirosso,울새포켓몬,知更鳥寶可夢,知更鸟宝可梦
662,Ember Pokémon,ひのこポケモン,ひのこポケモン,Pokémon Braise,Funkenregen-Pokémon,Pokémon Lumbre,Pokémon Lumbre,Pokémon Sfavillante,불티포켓몬,火花寶可夢,火花宝可梦
663,Scorching Pokémon,れっかポケモン,れっかポケモン,Pokémon Fournaise,Stichflammen-Pokémon,Pokémon Flamígero,Pokémon Flamígero,Pokémon Ardifiamma,열화포켓몬,烈火寶可夢,烈火宝可梦
664,Scatterdust Pokémon,こなふきポケモン,こなふきポケモン,Pokémon Exhalécaille,Puderinsekt,Pokémon Tiraescamas,Pokémon Tiraescamas,Pokémon Tirascaglie,가루뿜기포켓몬,噴粉寶可夢,喷粉宝可梦
665,Scatterdust Pokémon,こなふきポケモン,こなふきポケモン,Pokémon Exhalécaille,Puderinsekt,Pokémon Tiraescamas,Pokémon Tiraescamas,Pokémon Tirascaglie,가루뿜기포켓몬,噴粉寶可夢,喷粉宝可梦
666,Scale Pokémon,りんぷんポケモン,りんぷんポケモン,Pokémon Lépidécaille,Flügelstaub,Pokémon Escamaposa,Pokémon Escamaposa,Pokémon Farfascaglia,인분포켓몬,鱗粉寶可夢,鳞粉宝可梦
667,Lion Cub Pokémon,わかじしポケモン,わかじしポケモン,Pokémon Lionceau,Junglöwe,Pokémon Leoncito,Pokémon Leoncito,Pokémon Leoncino,어린사자포켓몬,幼獅寶可夢,幼狮宝可梦
668,Royal Pokémon,おうじゃポケモン,おうじゃポケモン,Pokémon Royal,Monarch,Pokémon Regio,Pokémon Regio,Pokémon Reale,임금포켓몬,王者寶可夢,王者宝可梦
669,Single Bloom Pokémon,いちりんポケモン,いちりんポケモン,Pokémon Uniflore,Einblütler,Pokémon Monoflor,Pokémon Monoflor,Pokémon Monofiore,한송이포켓몬,單朵寶可夢,单朵宝可梦
670,Single Bloom Pokémon,いちりんポケモン,いちりんポケモン,Pokémon Uniflore,Einblütler,Pokémon Monoflor,Pokémon Monoflor,Pokémon Monofiore,한송이포켓몬,單朵寶可夢,单朵宝可梦
671,Garden Pokémon,ガーデンポケモン,ガーデンポケモン,Pokémon Jardin,Garten,Pokémon Jardín,Pokémon Jardín,Pokémon Giardino,가든포켓몬,花園寶可夢,花园宝可梦
672,Mount Pokémon,ライドポケモン,ライドポケモン,Pokémon Monture,Ritt,Pokémon Montura,Pokémon Montura,Pokémon Cavalcatura,라이드포켓몬,坐騎寶可夢,坐骑宝可梦
673,Mount Pokémon,ライドポケモン,ライドポケモン,Pokémon Monture,Ritt,Pokémon Montura,Pokémon Montura,Pokémon Cavalcatura,라이드포켓몬,坐騎寶可夢,坐骑宝可梦
674,Playful Pokémon,やんちゃポケモン,やんちゃポケモン,Pokémon Garnement,Verspielt-Pokémon,Pokémon Juguetón,Pokémon Juguetón,Pokémon Briccone,개구쟁이포켓몬,頑皮寶可夢,顽皮宝可梦
675,Daunting Pokémon,こわもてポケモン,こわもてポケモン,Pokémon Patibulaire,Gaunerblick-Pokémon,Pokémon Rostro Fiero,Pokémon Rostro Fiero,Pokémon Occhiotruce,무서운얼굴포켓몬,惡顏寶可夢,恶颜宝可梦
676,Poodle Pokémon,プードルポケモン,プードルポケモン,Pokémon Caniche,Pudel,Pokémon Caniche,Pokémon Caniche,Pokémon Barboncino,푸들포켓몬,貴賓犬寶可夢,贵宾犬宝可梦
677,Restraint Pokémon,じせいポケモン,じせいポケモン,Pokémon Retenue,Zügelungs-Pokémon,Pokémon Moderación,Pokémon Moderación,Pokémon Moderazione,자제포켓몬,自制寶可夢,自制宝可梦
678,Constraint Pokémon,よくせいポケモン,よくせいポケモン,Pokémon SelfContrôle,Fassungs-Pokémon,Pokémon Autocontrol,Pokémon Autocontrol,Pokémon Temperanza,억제포켓몬,抑制寶可夢,抑制宝可梦
679,Sword Pokémon,とうけんポケモン,とうけんポケモン,Pokémon Glaive,Klingenkraft-Pokémon,Pokémon Tizona,Pokémon Tizona,Pokémon Armabianca,도검포켓몬,刀劍寶可夢,刀剑宝可梦
680,Sword Pokémon,とうけんポケモン,とうけんポケモン,Pokémon Glaive,Klingenkraft-Pokémon,Pokémon Tizona,Pokémon Tizona,Pokémon Armabianca,도검포켓몬,刀劍寶可夢,刀剑宝可梦
681,Royal Sword Pokémon,おうけんポケモン,おうけんポケモン,Pokémon Noble Lame,Königsklingen-Pokémon,Pokémon Espada Real,Pokémon Espada Real,Pokémon Spadareale,왕검포켓몬,王劍寶可夢,王剑宝可梦
682,Perfume Pokémon,こうすいポケモン,こうすいポケモン,Pokémon Fragrance,Parfüm-Pokémon,Pokémon Aroma,Pokémon Aroma,Pokémon Profumo,향수포켓몬,香水寶可夢,香水宝可梦
683,Fragrance Pokémon,ほうこうポケモン,ほうこうポケモン,Pokémon Parfum,Duft-Pokémon,Pokémon Fragancia,Pokémon Fragancia,Pokémon Fragranza,방향포켓몬,芳香寶可夢,芳香宝可梦
684,Cotton Candy Pokémon,わたあめポケモン,わたあめポケモン,Pokémon Confiserie,Zuckerwatte-Pokémon,Pokémon Chuchería,Pokémon Chuchería,Pokémon Zuccherino,솜사탕포켓몬,棉花糖寶可夢,棉花糖宝可梦
685,Meringue Pokémon,ホイップポケモン,ホイップポケモン,Pokémon Mousseline,Schlagsahne-Pokémon,Pokémon Nata,Pokémon Nata,Pokémon Panna,휩포켓몬,泡沫奶油寶可夢,泡沫奶油宝可梦
686,Revolving Pokémon,かいてんポケモン,かいてんポケモン,Pokémon Rotation,Rotations-Pokémon,Pokémon Rotación,Pokémon Rotación,Pokémon Volteggio,회전포켓몬,回轉寶可夢,回转宝可梦
687,Overturning Pokémon,ぎゃくてんポケモン,ぎゃくてんポケモン,Pokémon Révolution,Inversions-Pokémon,Pokémon Revolución,Pokémon Revolución,Pokémon Giravolta,역전포켓몬,倒轉寶可夢,倒转宝可梦
688,Two-Handed Pokémon,ふたてポケモン,ふたてポケモン,Pokémon Bimane,Krallenduo-Pokémon,Pokémon Dos Manos,Pokémon Dos Manos,Pokémon Bimano,두손포켓몬,雙手寶可夢,双手宝可梦
689,Collective Pokémon,しゅうごうポケモン,しゅうごうポケモン,Pokémon Assemblage,Ballungs-Pokémon,Pokémon Combinación,Pokémon Combinación,Pokémon Aggregato,집합포켓몬,集合寶可夢,集合宝可梦
690,Mock Kelp Pokémon,クサモドキポケモン,クサモドキポケモン,Pokémon Simulalgue,Tangmimikry-Pokémon,Pokémon Pseudoalga,Pokémon Pseudoalga,Pokémon Similalga,풀모방포켓몬,似草寶可夢,似草宝可梦
691,Mock Kelp Pokémon,クサモドキポケモン,クサモドキポケモン,Pokémon Simulalgue,Tangmimikry-Pokémon,Pokémon Pseudoalga,Pokémon Pseudoalga,Pokémon Similalga,풀모방포켓몬,似草寶可夢,似草宝可梦
