pokemon,form,version_group,versions,location_area,method,levels,during_any_time,while_weather_overall,boulder_required,alpha_levels,during_morning,during_day,during_evening,note,during_night,rate_overall,while_blizzard,while_clear,while_harsh_sunlight,while_cloudy
pikachu,pikachu,legends-arceus,legends-arceus,natures-pantry,symbol-encounter,9 - 12,true,true,,24 - 27,,,,,,,,,,
pikachu,pikachu,legends-arceus,legends-arceus,natures-pantry,swarm,11 - 13,true,true,true,26 - 28,,,,,,,,,,
pikachu,pikachu,legends-arceus,legends-arceus,windbreak-stand,symbol-encounter,29 - 32,true,true,true,44 - 47,,,,,,,,,,
piloswine,piloswine,legends-arceus,legends-arceus,arenas-approach,symbol-encounter,47 - 50,true,true,true,62 - 65,,,,,,,,,,
piloswine,piloswine,legends-arceus,legends-arceus,arenas-approach,symbol-encounter,,true,true,,65,,,,,,,,,,
piloswine,piloswine,legends-arceus,legends-arceus,avalanche-slopes,symbol-encounter,59 - 62,true,true,,74 - 77,,,,,,,,,,
piloswine,piloswine,legends-arceus,legends-arceus,avaluggs-legacy,symbol-encounter,45 - 48,,true,,60 - 63,true,true,true,,,,,,,
piloswine,piloswine,legends-arceus,legends-arceus,avaluggs-legacy,symbol-encounter,49 - 52,true,true,,64 - 67,,,,,,,,,,
piloswine,piloswine,legends-arceus,legends-arceus,bonechill-wastes,symbol-encounter,43 - 46,true,true,,58 - 61,,,,,,,,,,
piloswine,piloswine,legends-arceus,legends-arceus,bonechill-wastes,swarm,48 - 49,true,true,,63 - 64,,,,,,,,,,
piplup,piplup,legends-arceus,legends-arceus,islespy-shore,swarm,11 - 13,true,true,true,26 - 28,,,,,,,,,,
piplup,piplup,legends-arceus,legends-arceus,spring-path-hisui,symbol-encounter,12 - 15,true,true,true,27 - 30,,,,,,,,,,
ponyta,ponyta,legends-arceus,legends-arceus,horseshoe-plains,symbol-encounter,3 - 6,true,,,18 - 21,,,,,,,,true,true,true
ponyta,ponyta,legends-arceus,legends-arceus,horseshoe-plains,swarm,15 - 17,true,true,,30 - 32,,,,,,,,,,
ponyta,ponyta,legends-arceus,legends-arceus,horseshoe-plains,special-encounter,15,true,true,,,,,,"Complete Request 19: ""A Peculiar Ponyta"". Always Shiny",,,,,,
porygon,porygon,legends-arceus,legends-arceus,cottonsedge-prairie,contact-space-time-distortion,20 - 55,true,true,,35 - 70,,,,,,,,,,
porygon,porygon,legends-arceus,legends-arceus,droning-meadow,contact-space-time-distortion,20 - 55,true,true,,35 - 70,,,,,,,,,,
porygon,porygon,legends-arceus,legends-arceus,gapejaw-bog,contact-space-time-distortion,20 - 55,true,true,,35 - 70,,,,,,,,,,
porygon,porygon,legends-arceus,legends-arceus,holm-of-trials,contact-space-time-distortion,20 - 55,true,true,,35 - 70,,,,,,,,,,
porygon-z,porygon-z,legends-arceus,legends-arceus,cottonsedge-prairie,contact-space-time-distortion,30 - 65,true,true,,50 - 85,,,,,,,,,,
porygon-z,porygon-z,legends-arceus,legends-arceus,droning-meadow,contact-space-time-distortion,30 - 65,true,true,,50 - 85,,,,,,,,,,
porygon-z,porygon-z,legends-arceus,legends-arceus,gapejaw-bog,contact-space-time-distortion,30 - 65,true,true,,50 - 85,,,,,,,,,,
porygon-z,porygon-z,legends-arceus,legends-arceus,holm-of-trials,contact-space-time-distortion,30 - 65,true,true,,50 - 85,,,,,,,,,,
porygon2,porygon2,legends-arceus,legends-arceus,cottonsedge-prairie,contact-space-time-distortion,25 - 60,true,true,,45 - 80,,,,,,,,,,
porygon2,porygon2,legends-arceus,legends-arceus,droning-meadow,contact-space-time-distortion,25 - 60,true,true,,45 - 80,,,,,,,,,,
porygon2,porygon2,legends-arceus,legends-arceus,gapejaw-bog,contact-space-time-distortion,25 - 60,true,true,,45 - 80,,,,,,,,,,
porygon2,porygon2,legends-arceus,legends-arceus,holm-of-trials,contact-space-time-distortion,25 - 60,true,true,,45 - 80,,,,,,,,,,
prinplup,prinplup,legends-arceus,legends-arceus,islespy-shore,swarm,16 - 18,true,true,true,31 - 33,,,,,,,,,,
prinplup,prinplup,legends-arceus,legends-arceus,spring-path-hisui,symbol-encounter,32 - 25,true,true,true,47 - 50,,,,,,,,,,
probopass,probopass,legends-arceus,legends-arceus,primeval-grotto,symbol-encounter,,true,true,true,73,,,,,,,,,,
psyduck,psyduck,legends-arceus,legends-arceus,bathers-lagoon,symbol-encounter,29 - 32,true,true,,44 - 47,,,,,,,,,,
psyduck,psyduck,legends-arceus,legends-arceus,gapejaw-bog,symbol-encounter,19 - 22,true,true,,34 - 37,,,,,,,,,,
psyduck,psyduck,legends-arceus,legends-arceus,golden-lowlands,symbol-encounter,17 - 20,true,true,,32 - 35,,,,,,,,,,
psyduck,psyduck,legends-arceus,legends-arceus,golden-lowlands,swarm,22 - 24,true,true,,37 - 39,,,,,,,,,,
psyduck,psyduck,legends-arceus,legends-arceus,holm-of-trials,symbol-encounter,29 - 32,true,true,,44 - 47,,,,,,,,,,
psyduck,psyduck,legends-arceus,legends-arceus,lonely-spring,symbol-encounter,29 - 32,true,true,,44 - 47,,,,,,,,,,
psyduck,psyduck,legends-arceus,legends-arceus,the-heartwood,symbol-encounter,13 - 16,true,true,,28 - 31,,,,,,,,,,
psyduck,psyduck,legends-arceus,legends-arceus,the-heartwood,swarm,15 - 17,true,true,,30 - 32,,,,,,,,,,
psyduck,psyduck,legends-arceus,legends-arceus,wayward-wood,symbol-encounter,29 - 32,true,true,,44 - 47,,,,,,,,,,
purugly,purugly,legends-arceus,legends-arceus,crossing-slope,symbol-encounter,38 - 41,true,true,,53 - 56,,,,,,,,,,
purugly,purugly,legends-arceus,legends-arceus,glacier-terrace,symbol-encounter,34 - 52,true,true,true,49 - 67,,,,,,,,,,
purugly,purugly,legends-arceus,legends-arceus,veilstone-cape,symbol-encounter,,true,true,,45,,,,,,,,,,
purugly,purugly,legends-arceus,legends-arceus,veilstone-cape,swarm,38 - 40,true,true,,53 - 55,,,,,,,,,,
quilava,quilava,legends-arceus,legends-arceus,cottonsedge-prairie,contact-space-time-distortion,52 - 55,true,true,,67 - 70,,,,"After completing Mission 18: ""The Counterpart""",,,,,,
quilava,quilava,legends-arceus,legends-arceus,droning-meadow,contact-space-time-distortion,52 - 55,true,true,,67 - 70,,,,"After completing Mission 18: ""The Counterpart""",,,,,,
quilava,quilava,legends-arceus,legends-arceus,gapejaw-bog,contact-space-time-distortion,52 - 55,true,true,,67 - 70,,,,"After completing Mission 18: ""The Counterpart""",,,,,,
quilava,quilava,legends-arceus,legends-arceus,holm-of-trials,contact-space-time-distortion,52 - 55,true,true,,67 - 70,,,,"After completing Mission 18: ""The Counterpart""",,,,,,
qwilfish-hisui,qwilfish-hisui,legends-arceus,legends-arceus,bathers-lagoon,symbol-encounter,24 - 36,true,true,true,39 - 51,,,,,,,,,,
qwilfish-hisui,qwilfish-hisui,legends-arceus,legends-arceus,firespit-island,symbol-encounter,41 - 44,true,true,true,56 - 59,,,,,,,,,,
qwilfish-hisui,qwilfish-hisui,legends-arceus,legends-arceus,hideaway-bay,symbol-encounter,24 - 36,true,true,true,39 - 51,,,,,,,,,,
qwilfish-hisui,qwilfish-hisui,legends-arceus,legends-arceus,hideaway-bay,swarm,35 - 37,true,true,true,50 - 52,,,,,,,,,,
qwilfish-hisui,qwilfish-hisui,legends-arceus,legends-arceus,islespy-shore,symbol-encounter,,true,true,,55,,,,,,,,,,
qwilfish-hisui,qwilfish-hisui,legends-arceus,legends-arceus,islespy-shore,symbol-encounter,41 - 44,true,true,true,56 - 59,,,,,,,,,,
qwilfish-hisui,qwilfish-hisui,legends-arceus,legends-arceus,lunkers-lair,symbol-encounter,31 - 34,true,true,,46 - 49,,,,,,,,,,
qwilfish-hisui,qwilfish-hisui,legends-arceus,legends-arceus,ramanas-island,symbol-encounter,53 - 56,true,true,true,68 - 71,,,,,,,,,,
qwilfish-hisui,qwilfish-hisui,legends-arceus,legends-arceus,ramanas-island,swarm,58 - 60,true,true,true,73 - 75,,,,,,,,,,
qwilfish-hisui,qwilfish-hisui,legends-arceus,legends-arceus,sands-reach,symbol-encounter,31 - 34,true,true,true,46 - 49,,,,,,,,,,
qwilfish-hisui,qwilfish-hisui,legends-arceus,legends-arceus,seagrass-haven,symbol-encounter,31 - 34,true,true,true,46 - 49,,,,,,,,,,
qwilfish-hisui,qwilfish-hisui,legends-arceus,legends-arceus,tombolo-walk,symbol-encounter,24 - 36,true,true,true,39 - 51,,,,,,,,,,
qwilfish-hisui,qwilfish-hisui,legends-arceus,legends-arceus,tranquility-cove,symbol-encounter,31 - 34,true,true,,46 - 49,,,,,,,,,,
raichu,raichu,legends-arceus,legends-arceus,arenas-approach,contact-space-time-distortion,50 - 63,true,true,,65 - 78,,,,,,,,,,
raichu,raichu,legends-arceus,legends-arceus,avalanche-slopes,contact-space-time-distortion,50 - 63,true,true,,65 - 78,,,,,,,,,,
raichu,raichu,legends-arceus,legends-arceus,bonechill-wastes,contact-space-time-distortion,50 - 63,true,true,,65 - 78,,,,,,,,,,
raichu,raichu,legends-arceus,legends-arceus,glacier-terrace,contact-space-time-distortion,50 - 63,true,true,,65 - 78,,,,,,,,,,
raichu,raichu,legends-arceus,legends-arceus,golden-lowlands,symbol-encounter,,true,true,true,52,,,,,,,,,,
raichu,raichu,legends-arceus,legends-arceus,hearts-crag,contact-space-time-distortion,50 - 63,true,true,,65 - 78,,,,,,,,,,
ralts,ralts,legends-arceus,legends-arceus,gapejaw-bog,symbol-encounter,19 - 22,true,true,,34 - 37,,,,,,,,,,
ralts,ralts,legends-arceus,legends-arceus,hearts-crag,symbol-encounter,16 - 19,true,true,,31 - 34,,,,,,,,,,
ralts,ralts,legends-arceus,legends-arceus,lake-acuity-hisui,swarm,17 - 19,true,true,true,32 - 34,,,,,,,,,,
ralts,ralts,legends-arceus,legends-arceus,shrouded-ruins,symbol-encounter,16 - 19,true,true,,31 - 34,,,,,,,,,,
ralts,ralts,legends-arceus,legends-arceus,snowpoint-temple,symbol-encounter,16 - 19,true,true,,31 - 34,,,,,,,,,,
rampardos,rampardos,legends-arceus,legends-arceus,ancient-quarry,contact-space-time-distortion,55 - 58,true,true,true,70 - 73,,,,,,,,,,
rampardos,rampardos,legends-arceus,legends-arceus,bolderoll-ravine,contact-space-time-distortion,55 - 58,true,true,,70 - 73,,,,,,,,,,
rampardos,rampardos,legends-arceus,legends-arceus,celestica-ruins,contact-space-time-distortion,55 - 58,true,true,,70 - 73,,,,,,,,,,
rampardos,rampardos,legends-arceus,legends-arceus,celestica-trail,contact-space-time-distortion,55 - 58,true,true,,70 - 73,,,,,,,,,,
rampardos,rampardos,legends-arceus,legends-arceus,sacred-plaza,contact-space-time-distortion,55 - 58,true,true,,70 - 73,,,,,,,,,,
rampardos,rampardos,legends-arceus,legends-arceus,stonetooth-rows,contact-space-time-distortion,55 - 58,true,true,,70 - 73,,,,,,,,,,
rapidash,rapidash,legends-arceus,legends-arceus,arenas-approach,contact-space-time-distortion,50 - 63,true,true,,65 - 78,,,,,,,,,,
rapidash,rapidash,legends-arceus,legends-arceus,avalanche-slopes,contact-space-time-distortion,50 - 63,true,true,,65 - 78,,,,,,,,,,
rapidash,rapidash,legends-arceus,legends-arceus,bonechill-wastes,contact-space-time-distortion,50 - 63,true,true,,65 - 78,,,,,,,,,,
rapidash,rapidash,legends-arceus,legends-arceus,glacier-terrace,contact-space-time-distortion,50 - 63,true,true,,65 - 78,,,,,,,,,,
rapidash,rapidash,legends-arceus,legends-arceus,hearts-crag,contact-space-time-distortion,50 - 63,true,true,,65 - 78,,,,,,,,,,
rapidash,rapidash,legends-arceus,legends-arceus,horseshoe-plains,symbol-encounter,,true,,,40,,,,,,,,true,true,true
rapidash,rapidash,legends-arceus,legends-arceus,horseshoe-plains,swarm,40 - 42,true,true,,55 - 57,,,,,,,,,,
regigigas,regigigas,legends-arceus,legends-arceus,snowpoint-temple,special-encounter,70,true,true,,,,,,"Can be caught during Mission 24: ""The Plate of Snowpoint Temple"". Unlocked after completing Mission 20: ""The Researcher of Myths"".<br/>Respawns immediately and is never Shiny",,,,,,
remoraid,remoraid,legends-arceus,legends-arceus,bathers-lagoon,symbol-encounter,21 - 24,true,true,true,36 - 39,,,,,,,,,,
remoraid,remoraid,legends-arceus,legends-arceus,castaway-shore,symbol-encounter,21 - 24,true,true,true,36 - 39,,,,,,,,,,
remoraid,remoraid,legends-arceus,legends-arceus,deadwood-haunt,symbol-encounter,21 - 24,true,true,true,36 - 39,,,,,,,,,,
remoraid,remoraid,legends-arceus,legends-arceus,deadwood-haunt,swarm,22 - 24,true,true,true,37 - 39,,,,,,,,,,
remoraid,remoraid,legends-arceus,legends-arceus,hideaway-bay,symbol-encounter,21 - 24,true,true,true,36 - 39,,,,,,,,,,
remoraid,remoraid,legends-arceus,legends-arceus,sands-reach,symbol-encounter,21 - 24,true,true,,36 - 39,,,,,,,,,,
remoraid,remoraid,legends-arceus,legends-arceus,tombolo-walk,symbol-encounter,21 - 24,true,true,true,36 - 39,,,,,,,,,,
remoraid,remoraid,legends-arceus,legends-arceus,tranquility-cove,symbol-encounter,21 - 24,true,true,,36 - 39,,,,,,,,,,
rhydon,rhydon,legends-arceus,legends-arceus,bolderoll-slope,swarm,42 - 44,true,true,,57 - 59,,,,,,,,,,
rhydon,rhydon,legends-arceus,legends-arceus,celestica-trail,symbol-encounter,43 - 46,true,true,,58 - 61,,,,,,,,,,
rhydon,rhydon,legends-arceus,legends-arceus,celestica-trail,swarm,50 - 52,true,true,true,65 - 67,,,,,,,,,,
rhydon,rhydon,legends-arceus,legends-arceus,crossing-slope,contact-space-time-distortion,42 - 70,true,true,,57 - 85,,,,,,,,,,
rhydon,rhydon,legends-arceus,legends-arceus,deadwood-haunt,contact-space-time-distortion,42 - 70,true,true,,57 - 85,,,,,,,,,,
rhydon,rhydon,legends-arceus,legends-arceus,ginkgo-landing,contact-space-time-distortion,42 - 70,true,true,,57 - 85,,,,,,,,,,
rhydon,rhydon,legends-arceus,legends-arceus,sacred-plaza,symbol-encounter,53 - 56,true,true,,68 - 71,,,,,,,,,,
rhydon,rhydon,legends-arceus,legends-arceus,spring-path-hisui,contact-space-time-distortion,42 - 70,true,true,,57 - 85,,,,,,,,,,
rhydon,rhydon,legends-arceus,legends-arceus,windbreak-stand,contact-space-time-distortion,42 - 70,true,true,,57 - 85,,,,,,,,,,
rhyhorn,rhyhorn,legends-arceus,legends-arceus,bolderoll-slope,symbol-encounter,23 - 26,true,true,,38 - 41,,,,,,,,,,
rhyhorn,rhyhorn,legends-arceus,legends-arceus,bolderoll-slope,swarm,26 - 28,true,true,,41 - 43,,,,,,,,,,
rhyhorn,rhyhorn,legends-arceus,legends-arceus,celestica-trail,symbol-encounter,38 - 41,true,true,,53 - 56,,,,,,,,,,
rhyhorn,rhyhorn,legends-arceus,legends-arceus,celestica-trail,swarm,39 - 41,true,true,true,54 - 56,,,,,,,,,,
rhyhorn,rhyhorn,legends-arceus,legends-arceus,diamond-heath,symbol-encounter,23 - 26,true,true,,38 - 41,,,,,,,,,,
rhyhorn,rhyhorn,legends-arceus,legends-arceus,diamond-heath,symbol-encounter,,true,true,,45,,,,,,,,,,
rhyhorn,rhyhorn,legends-arceus,legends-arceus,sacred-plaza,symbol-encounter,38 - 41,true,true,,53 - 56,,,,,,,,,,
rhyhorn,rhyhorn,legends-arceus,legends-arceus,shrouded-ruins,symbol-encounter,25 - 28,true,true,,40 - 43,,,,,,,,,,
rhyperior,rhyperior,legends-arceus,legends-arceus,crossing-slope,contact-space-time-distortion,42 - 70,true,true,,62 - 90,,,,,,,,,,
rhyperior,rhyperior,legends-arceus,legends-arceus,deadwood-haunt,contact-space-time-distortion,42 - 70,true,true,,62 - 90,,,,,,,,,,
rhyperior,rhyperior,legends-arceus,legends-arceus,ginkgo-landing,contact-space-time-distortion,42 - 70,true,true,,62 - 90,,,,,,,,,,
rhyperior,rhyperior,legends-arceus,legends-arceus,sacred-plaza,symbol-encounter,,true,true,true,74,,,,,,,,,,
rhyperior,rhyperior,legends-arceus,legends-arceus,spring-path-hisui,contact-space-time-distortion,42 - 70,true,true,,62 - 90,,,,,,,,,,
rhyperior,rhyperior,legends-arceus,legends-arceus,windbreak-stand,contact-space-time-distortion,42 - 70,true,true,,62 - 90,,,,,,,,,,
riolu,riolu,legends-arceus,legends-arceus,icebound-falls,symbol-encounter,47 - 50,true,true,,62 - 65,,,,,,,,,,
riolu,riolu,legends-arceus,legends-arceus,icebound-falls,swarm,54 - 56,true,true,,69 - 71,,,,,,,,,,
riolu,riolu,legends-arceus,legends-arceus,snowfall-hot-spring,symbol-encounter,47 - 50,true,true,,62 - 65,,,,,,,,,,
roselia,roselia,legends-arceus,legends-arceus,cloudpool-ridge,symbol-encounter,25 - 28,true,true,,40 - 43,,,,,,,,,,
roselia,roselia,legends-arceus,legends-arceus,cloudpool-ridge,swarm,21 - 23,true,true,true,36 - 38,,,,,,,,,,
roselia,roselia,legends-arceus,legends-arceus,cottonsedge-prairie,symbol-encounter,33 - 36,true,true,true,48 - 51,,,,,,,,,,
roselia,roselia,legends-arceus,legends-arceus,fabled-spring,symbol-encounter,43 - 46,true,true,,58 - 61,,,,,,,,,,
roselia,roselia,legends-arceus,legends-arceus,fabled-spring,swarm,51 - 53,true,true,,66 - 68,,,,,,,,,,
roselia,roselia,legends-arceus,legends-arceus,gapejaw-bog,symbol-encounter,19 - 24,true,true,,34 - 39,,,,,,,,,,
roserade,roserade,legends-arceus,legends-arceus,cloudpool-ridge,symbol-encounter,,,true,,50,true,true,true,,,,,,,
rotom,rotom,legends-arceus,legends-arceus,celestica-ruins,boxes,39 - 42,true,true,,54 - 57,,,,,,,,,,
rotom,rotom,legends-arceus,legends-arceus,sacred-plaza,symbol-encounter,39 - 42,true,true,,54 - 57,,,,,,,,,,
rotom,rotom,legends-arceus,legends-arceus,sacred-plaza,boxes,39 - 42,true,true,,54 - 57,,,,,,,,,,
rotom,rotom,legends-arceus,legends-arceus,sacred-plaza,swarm,48 - 50,true,true,true,68 - 70,,,,,,,,,,
rotom,rotom,legends-arceus,legends-arceus,stonetooth-rows,symbol-encounter,43 - 46,true,true,,58 - 61,,,,,,,,,,
rowlet,rowlet,legends-arceus,legends-arceus,ancient-quarry,contact-space-time-distortion,50 - 53,true,true,true,65 - 68,,,,"After completing Mission 18: ""The Counterpart""",,,,,,
rowlet,rowlet,legends-arceus,legends-arceus,bolderoll-ravine,contact-space-time-distortion,50 - 53,true,true,,65 - 68,,,,"After completing Mission 18: ""The Counterpart""",,,,,,
rowlet,rowlet,legends-arceus,legends-arceus,celestica-ruins,contact-space-time-distortion,50 - 53,true,true,,65 - 68,,,,"After completing Mission 18: ""The Counterpart""",,,,,,
rowlet,rowlet,legends-arceus,legends-arceus,celestica-trail,contact-space-time-distortion,50 - 53,true,true,,65 - 68,,,,"After completing Mission 18: ""The Counterpart""",,,,,,
rowlet,rowlet,legends-arceus,legends-arceus,sacred-plaza,contact-space-time-distortion,50 - 53,true,true,,65 - 68,,,,"After completing Mission 18: ""The Counterpart""",,,,,,
rowlet,rowlet,legends-arceus,legends-arceus,stonetooth-rows,contact-space-time-distortion,50 - 53,true,true,,65 - 68,,,,"After completing Mission 18: ""The Counterpart""",,,,,,
rufflet,rufflet,legends-arceus,legends-arceus,avaluggs-legacy,flying,49 - 52,true,true,true,64 - 67,,,,,,,,,,
rufflet,rufflet,legends-arceus,legends-arceus,hearts-crag,flying,50 - 53,true,true,,65 - 68,,,,,,,,,,
rufflet,rufflet,legends-arceus,legends-arceus,lake-acuity-hisui,flying,"49 - 52, 55 - 58",true,true,,"64 - 67, 70 - 73",,,,,,,,,,
rufflet,rufflet,legends-arceus,legends-arceus,lake-acuity-hisui,swarm,51 - 53,true,true,,66 - 68,,,,,,,,,,
rufflet,rufflet,legends-arceus,legends-arceus,pearl-settlement,flying,49 - 52,true,true,true,64 - 67,,,,,,,,,,
samurott-hisui,samurott-hisui,legends-arceus,legends-arceus,arenas-approach,contact-space-time-distortion,65 - 68,true,true,,85 - 88,,,,"After completing Mission 18: ""The Counterpart""",,,,,,
samurott-hisui,samurott-hisui,legends-arceus,legends-arceus,avalanche-slopes,contact-space-time-distortion,65 - 68,true,true,,85 - 88,,,,"After completing Mission 18: ""The Counterpart""",,,,,,
samurott-hisui,samurott-hisui,legends-arceus,legends-arceus,bonechill-wastes,contact-space-time-distortion,65 - 68,true,true,,85 - 88,,,,"After completing Mission 18: ""The Counterpart""",,,,,,
samurott-hisui,samurott-hisui,legends-arceus,legends-arceus,glacier-terrace,contact-space-time-distortion,65 - 68,true,true,,85 - 88,,,,"After completing Mission 18: ""The Counterpart""",,,,,,
samurott-hisui,samurott-hisui,legends-arceus,legends-arceus,hearts-crag,contact-space-time-distortion,65 - 68,true,true,,85 - 88,,,,"After completing Mission 18: ""The Counterpart""",,,,,,
scizor,scizor,legends-arceus,legends-arceus,arenas-approach,contact-space-time-distortion,60 - 63,true,true,,80 - 83,,,,,,,,,,
scizor,scizor,legends-arceus,legends-arceus,avalanche-slopes,contact-space-time-distortion,60 - 63,true,true,,80 - 83,,,,,,,,,,
scizor,scizor,legends-arceus,legends-arceus,bonechill-wastes,contact-space-time-distortion,60 - 63,true,true,,80 - 83,,,,,,,,,,
scizor,scizor,legends-arceus,legends-arceus,glacier-terrace,contact-space-time-distortion,60 - 63,true,true,,80 - 83,,,,,,,,,,
scizor,scizor,legends-arceus,legends-arceus,hearts-crag,contact-space-time-distortion,60 - 63,true,true,,80 - 83,,,,,,,,,,
scyther,scyther,legends-arceus,legends-arceus,arenas-approach,contact-space-time-distortion,45 - 58,true,true,,60 - 73,,,,,,,,,,
scyther,scyther,legends-arceus,legends-arceus,avalanche-slopes,contact-space-time-distortion,45 - 58,true,true,,60 - 73,,,,,,,,,,
scyther,scyther,legends-arceus,legends-arceus,bonechill-wastes,contact-space-time-distortion,45 - 58,true,true,,60 - 73,,,,,,,,,,
scyther,scyther,legends-arceus,legends-arceus,glacier-terrace,contact-space-time-distortion,45 - 58,true,true,,60 - 73,,,,,,,,,,
scyther,scyther,legends-arceus,legends-arceus,grandtree-arena,symbol-encounter,13 - 16,true,true,,28 - 31,,,,,,,,,,
