identifier,column,pokeapi,pokedb
rolycoly-coal,name_ko,탄동의석탄,
silicobra-sand,name_ja,スナヘビのすな,
silicobra-sand,name_fr,Sable de Dunaja,
silicobra-sand,name_de,Salanga-Sand,
silicobra-sand,name_es,Arena de Silicobra,
silicobra-sand,name_it,Sabbia di Silicobra,
silicobra-sand,name_ko,모래뱀의모래,
indeedee-fur,name_ja,イエッサンのけ,
indeedee-fur,name_fr,Poils de Wimessir,
indeedee-fur,name_de,Servol-Haar,
indeedee-fur,name_es,Pelo de Indeedee,
indeedee-fur,name_it,Pelo di Indeedee,
indeedee-fur,name_ko,에써르의털,
pincurchin-spines,name_ja,バチンウニのはり,
pincurchin-spines,name_fr,Épine de Wattapik,
pincurchin-spines,name_de,Britzigel-Stachel,
pincurchin-spines,name_es,Púa de Pincurchin,
pincurchin-spines,name_it,Aculeo di Pincurchin,
pincurchin-spines,name_ko,찌르성게의가시,
snom-thread,name_ja,ユキハミのいと,
snom-thread,name_fr,Fil de Frissonille,
snom-thread,name_de,Snomnom-Faden,
snom-thread,name_es,Hilo de Snom,
snom-thread,name_it,Filo di Snom,
snom-thread,name_ko,누니머기의실,
impidimp-hair,name_ja,ベロバーのけ,
impidimp-hair,name_fr,Poils de Grimalin,
impidimp-hair,name_de,Bähmon-Haar,
impidimp-hair,name_es,Pelo de Impidimp,
impidimp-hair,name_it,Pelo di Impidimp,
impidimp-hair,name_ko,메롱꿍의털,
applin-juice,name_ja,カジッチュのかじゅう,
applin-juice,name_fr,Jus de Verpom,
applin-juice,name_de,Knapfel-Fruchtsaft,
applin-juice,name_es,Zumo de Applin,
applin-juice,name_it,Succo di Applin,
applin-juice,name_ko,과사삭벌레의과즙,
sinistea-chip,name_ja,ヤバチャのかけら,
sinistea-chip,name_fr,Fragment de Théffroi,
sinistea-chip,name_de,Fatalitee-Splitter,
sinistea-chip,name_es,Fragmento de Sinistea,
sinistea-chip,name_it,Coccio di Sinistea,
sinistea-chip,name_ko,데인차의조각,
hatenna-dust,name_ja,ミブリムのおとしもの,
hatenna-dust,name_fr,Babiole de Bibichut,
hatenna-dust,name_de,Brimova-Material,
hatenna-dust,name_es,Pertenencia de Hatenna,
hatenna-dust,name_it,Oggetto di Hatenna,
hatenna-dust,name_ko,몸지브림의유실물,
stonjourner-stone,name_ja,イシヘンジンのいわ,
stonjourner-stone,name_fr,Roche de Dolman,
stonjourner-stone,name_de,Humanolith-Stein,
stonjourner-stone,name_es,Roca de Stonjourner,
stonjourner-stone,name_it,Roccia di Stonjourner,
stonjourner-stone,name_ko,돌헨진의바위,
eiscue-down,name_ja,コオリッポのうもう,
eiscue-down,name_fr,Duvet de Bekaglaçon,
eiscue-down,name_de,Kubuin-Daune,
eiscue-down,name_es,Plumón de Eiscue,
eiscue-down,name_it,Piuma di Eiscue,
eiscue-down,name_ko,빙큐보의솜털,
dreepy-powder,name_ja,ドラメシヤのこな,
dreepy-powder,name_fr,Poudre de Fantyrm,
dreepy-powder,name_de,Grolldra-Puder,
dreepy-powder,name_es,Polvo de Dreepy,
dreepy-powder,name_it,Polvere di Dreepy,
dreepy-powder,name_ko,드라꼰의가루,
lechonk-hair,name_ja,グルトンのけ,
lechonk-hair,name_fr,Poils de Gourmelet,
lechonk-hair,name_de,Ferkuli-Haar,
lechonk-hair,name_es,Pelo de Lechonk,
lechonk-hair,name_it,Pelo di Lechonk,
lechonk-hair,name_ko,맛보돈의털,
tarountula-thread,name_ja,タマンチュラのいと,
tarountula-thread,name_fr,Fil de Tissenboule,
tarountula-thread,name_de,Tarundel-Faden,
tarountula-thread,name_es,Hilo de Tarountula,
tarountula-thread,name_it,Filo di Tarountula,
tarountula-thread,name_ko,타랜툴라의실,
nymble-claw,name_ja,マメバッタのツメ,
nymble-claw,name_fr,Griffe de Lilliterelle,
nymble-claw,name_de,Micrick-Kralle,
nymble-claw,name_es,Garra de Nymble,
nymble-claw,name_it,Artiglio di Nymble,
nymble-claw,name_ko,콩알뚜기의발톱,
rellor-mud,name_ja,シガロコのどろ,
rellor-mud,name_fr,Boue de Léboulérou,
rellor-mud,name_de,Relluk-Schlamm,
rellor-mud,name_es,Barro de Rellor,
rellor-mud,name_it,Fango di Rellor,
rellor-mud,name_ko,구르데의진흙,
greavard-wax,name_ja,ボチのろう,
greavard-wax,name_fr,Cire de Toutombe,
greavard-wax,name_de,Gruff-Wachs,
greavard-wax,name_es,Cera de Greavard,
greavard-wax,name_it,Cera di Greavard,
greavard-wax,name_ko,망망이의촛농,
flittle-down,name_ja,ヒラヒナのうもう,
flittle-down,name_fr,Duvet de Flotillon,
flittle-down,name_de,Flattutu-Daune,
flittle-down,name_es,Plumón de Flittle,
flittle-down,name_it,Piuma di Flittle,
flittle-down,name_ko,하느라기의솜털,
wiglett-sand,name_ja,ウミディグダのすな,
wiglett-sand,name_fr,Sable de Taupikeau,
wiglett-sand,name_de,Schligda-Sand,
wiglett-sand,name_es,Arena de Wiglett,
wiglett-sand,name_it,Sabbia di Wiglett,
wiglett-sand,name_ko,바다그다의모래,
dondozo-whisker,name_ja,ヘイラッシャのヒゲ,
dondozo-whisker,name_fr,Barbillon d'Oyacata,
dondozo-whisker,name_de,Heerashai-Bartel,
dondozo-whisker,name_es,Bigote de Dondozo,
dondozo-whisker,name_it,Barbiglio di Dondozo,
dondozo-whisker,name_ko,어써러셔의수염,
veluza-fillet,name_ja,ミガルーサのきりみ,
veluza-fillet,name_fr,Chair de Délestin,
veluza-fillet,name_de,Agiluza-Filet,
veluza-fillet,name_es,Carne de Veluza,
veluza-fillet,name_it,Filetto di Veluza,
veluza-fillet,name_ko,가비루사의토막,
finizen-mucus,name_ja,ナミイルカのねんえき,
finizen-mucus,name_fr,Mucus de Dofin,
finizen-mucus,name_de,Normifin-Schleim,
finizen-mucus,name_es,Secreción de Finizen,
finizen-mucus,name_it,Muco di Finizen,
finizen-mucus,name_ko,맨돌핀의점액,
smoliv-oil,name_ja,ミニーブのオイル,
smoliv-oil,name_fr,Huile d'Olivini,
smoliv-oil,name_de,Olini-Öl,
smoliv-oil,name_es,Aceite de Smoliv,
smoliv-oil,name_it,Olio di Smoliv,
smoliv-oil,name_ko,미니브의오일,
capsakid-seed,name_ja,カプサイジのたね,
capsakid-seed,name_fr,Graine de Pimito,
capsakid-seed,name_de,Chilingel-Samen,
capsakid-seed,name_es,Semilla de Capsakid,
capsakid-seed,name_it,Seme di Capsakid,
capsakid-seed,name_ko,캡싸이의씨앗,
tadbulb-mucus,name_ja,ズピカのねんえき,
tadbulb-mucus,name_fr,Mucus de Têtampoule,
tadbulb-mucus,name_de,Blipp-Schleim,
tadbulb-mucus,name_es,Secreción de Tadbulb,
tadbulb-mucus,name_it,Muco di Tadbulb,
tadbulb-mucus,name_ko,빈나두의점액,
varoom-fume,name_ja,ブロロンのガス,
varoom-fume,name_fr,Gaz de Vrombi,
varoom-fume,name_de,Knattox-Gas,
varoom-fume,name_es,Gas de Varoom,
varoom-fume,name_it,Gas di Varoom,
varoom-fume,name_ko,부르롱의가스,
orthworm-tarnish,name_ja,ミミズズのさび,
orthworm-tarnish,name_fr,Rouille de Ferdeter,
orthworm-tarnish,name_de,Schlurm-Patina,
orthworm-tarnish,name_es,Óxido de Orthworm,
orthworm-tarnish,name_it,Ruggine di Orthworm,
orthworm-tarnish,name_ko,꿈트렁의녹,
tandemaus-fur,name_ja,ワッカネズミのけ,
tandemaus-fur,name_fr,Poils de Compagnol,
tandemaus-fur,name_de,Zwieps-Haar,
tandemaus-fur,name_es,Pelo de Tandemaus,
tandemaus-fur,name_it,Pelo di Tandemaus,
tandemaus-fur,name_ko,두리쥐의털,
cetoddle-grease,name_ja,アルクジラのあぶら,
cetoddle-grease,name_fr,Graisse de Piétacé,
cetoddle-grease,name_de,Flaniwal-Fett,
cetoddle-grease,name_es,Grasa de Cetoddle,
cetoddle-grease,name_it,Grasso di Cetoddle,
cetoddle-grease,name_ko,터벅고래의기름,
frigibax-scales,name_ja,セビエのウロコ,
frigibax-scales,name_fr,Écaille de Frigodo,
frigibax-scales,name_de,Frospino-Schuppe,
frigibax-scales,name_es,Escama de Frigibax,
frigibax-scales,name_it,Squama di Frigibax,
frigibax-scales,name_ko,드니차의비늘,
tatsugiri-scales,name_ja,シャリタツのウロコ,
tatsugiri-scales,name_fr,Écaille de Nigirigon,
tatsugiri-scales,name_de,Nigiragi-Schuppe,
tatsugiri-scales,name_es,Escama de Tatsugiri,
tatsugiri-scales,name_it,Squama di Tatsugiri,
tatsugiri-scales,name_ko,싸리용의비늘,
cyclizar-scales,name_ja,モトトカゲのウロコ,
cyclizar-scales,name_fr,Écaille de Motorizard,
cyclizar-scales,name_de,Mopex-Schuppe,
cyclizar-scales,name_es,Escama de Cyclizar,
cyclizar-scales,name_it,Squama di Cyclizar,
cyclizar-scales,name_ko,모토마의비늘,
pawmi-fur,name_ja,パモのけ,
pawmi-fur,name_fr,Poils de Pohm,
pawmi-fur,name_de,Pamo-Haar,
pawmi-fur,name_es,Pelo de Pawmi,
pawmi-fur,name_it,Pelo di Pawmi,
pawmi-fur,name_ko,빠모의털,
wattrel-feather,name_ja,カイデンのはね,
wattrel-feather,name_fr,Plume de Zapétrel,
wattrel-feather,name_de,Voltrel-Feder,
wattrel-feather,name_es,Pluma de Wattrel,
wattrel-feather,name_it,Penna di Wattrel,
wattrel-feather,name_ko,찌리비의깃털,
bombirdier-feather,name_ja,オトシドリのはね,
bombirdier-feather,name_fr,Plume de Lestombaile,
bombirdier-feather,name_de,Adebom-Feder,
bombirdier-feather,name_es,Pluma de Bombirdier,
bombirdier-feather,name_it,Penna di Bombirdier,
bombirdier-feather,name_ko,떨구새의깃털,
squawkabilly-feather,name_ja,イキリンコのはね,
squawkabilly-feather,name_fr,Plume de Tapatoès,
squawkabilly-feather,name_de,Krawalloro-Feder,
squawkabilly-feather,name_es,Pluma de Squawkabilly,
squawkabilly-feather,name_it,Penna di Squawkabilly,
squawkabilly-feather,name_ko,시비꼬의깃털,
flamigo-down,name_ja,カラミンゴのうもう,
flamigo-down,name_fr,Duvet de Flamenroule,
flamigo-down,name_de,Flaminkno-Daune,
flamigo-down,name_es,Plumón de Flamigo,
flamigo-down,name_it,Piuma di Flamigo,
flamigo-down,name_ko,꼬이밍고의솜털,
klawf-claw,name_ja,ガケガニのハサミ,
klawf-claw,name_fr,Pince de Craparoi,
klawf-claw,name_de,Klibbe-Schere,
klawf-claw,name_es,Pinza de Klawf,
klawf-claw,name_it,Chela di Klawf,
klawf-claw,name_ko,절벼게의집게,
nacli-salt,name_ja,コジオのしお,
nacli-salt,name_fr,Sel de Selutin,
nacli-salt,name_de,Geosali-Salz,
nacli-salt,name_es,Sal de Nacli,
nacli-salt,name_it,Sale di Nacli,
nacli-salt,name_ko,베베솔트의소금,
glimmet-crystal,name_ja,キラーメのけっしょう,
glimmet-crystal,name_fr,Cristal de Germéclat,
glimmet-crystal,name_de,Lumispross-Kristall,
glimmet-crystal,name_es,Cristal de Glimmet,
glimmet-crystal,name_it,Cristallo di Glimmet,
glimmet-crystal,name_ko,초롱순의결정,
shroodle-ink,name_ja,シルシュルーのインク,
shroodle-ink,name_fr,Encre de Gribouraigne,
shroodle-ink,name_de,Sproxi-Tinte,
shroodle-ink,name_es,Tinta de Shroodle,
shroodle-ink,name_it,Inchiostro di Shroodle,
shroodle-ink,name_ko,땃쭈르의잉크,
fidough-fur,name_ja,パピモッチのけ,
fidough-fur,name_fr,Poils de Pâtachiot,
fidough-fur,name_de,Hefel-Haar,
fidough-fur,name_es,Pelo de Fidough,
fidough-fur,name_it,Pelo di Fidough,
fidough-fur,name_ko,쫀도기의털,
maschiff-fang,name_ja,オラチフのキバ,
maschiff-fang,name_fr,Croc de Grondogue,
maschiff-fang,name_de,Mobtiff-Zahn,
maschiff-fang,name_es,Colmillo de Maschiff,
maschiff-fang,name_it,Zanna di Maschiff,
maschiff-fang,name_ko,오라티프의이빨,
bramblin-twig,name_ja,アノクサのえだ,
bramblin-twig,name_fr,Branche de Virovent,
bramblin-twig,name_de,Weherba-Zweig,
bramblin-twig,name_es,Rama de Bramblin,
bramblin-twig,name_it,Ramoscello di Bramblin,
bramblin-twig,name_ko,그푸리의가지,
gimmighoul-coin,name_ja,コレクレーのコイン,
gimmighoul-coin,name_fr,Pièce de Mordudor,
gimmighoul-coin,name_de,Gierspenst-Münze,
gimmighoul-coin,name_es,Moneda de Gimmighoul,
gimmighoul-coin,name_it,Moneta di Gimmighoul,
gimmighoul-coin,name_ko,모으령의코인,
tinkatink-hair,name_ja,カヌチャンのけ,
tinkatink-hair,name_fr,Poils de Forgerette,
tinkatink-hair,name_de,Forgita-Haar,
tinkatink-hair,name_es,Pelo de Tinkatink,
tinkatink-hair,name_it,Pelo di Tinkatink,
tinkatink-hair,name_ko,어리짱의털,
charcadet-soot,name_ja,カルボウのすす,
charcadet-soot,name_fr,Suie de Charbambin,
charcadet-soot,name_de,Knarbon-Ruß,
charcadet-soot,name_es,Hollín de Charcadet,
charcadet-soot,name_it,Fuliggine di Charcadet,
charcadet-soot,name_ko,카르본의검댕,
toedscool-flaps,name_ja,ノノクラゲのヒラヒラ,
toedscool-flaps,name_fr,Membrane de Tentacool,
toedscool-flaps,name_de,Tentagra-Lamelle,
toedscool-flaps,name_es,Pliegue de Toedscool,
toedscool-flaps,name_it,Pieghe di Toedscool,
toedscool-flaps,name_ko,들눈해의갓,
wooper-slime,name_ja,ウパーのねんえき,
wooper-slime,name_fr,Mucus d'Axoloto,
wooper-slime,name_de,Felino-Schleim,
wooper-slime,name_es,Secreción de Wooper,
wooper-slime,name_it,Muco di Wooper,
wooper-slime,name_ko,우파의점액,
tm101,name_fr,CT101,
tm101,name_de,TM101,
tm101,name_es,MT101,
tm101,name_it,MT101,
tm101,name_ko,기술머신101,
tm102,name_fr,CT102,
tm102,name_de,TM102,
tm102,name_es,MT102,
tm102,name_it,MT102,
tm102,name_ko,기술머신102,
tm103,name_fr,CT103,
tm103,name_de,TM103,
tm103,name_es,MT103,
tm103,name_it,MT103,
tm103,name_ko,기술머신103,
tm104,name_fr,CT104,
tm104,name_de,TM104,
tm104,name_es,MT104,
tm104,name_it,MT104,
tm104,name_ko,기술머신104,
tm105,name_fr,CT105,
tm105,name_de,TM105,
tm105,name_es,MT105,
tm105,name_it,MT105,
tm105,name_ko,기술머신105,
tm106,name_fr,CT106,
tm106,name_de,TM106,
tm106,name_es,MT106,
tm106,name_it,MT106,
tm106,name_ko,기술머신106,
tm107,name_fr,CT107,
tm107,name_de,TM107,
tm107,name_es,MT107,
tm107,name_it,MT107,
tm107,name_ko,기술머신107,
tm108,name_fr,CT108,
tm108,name_de,TM108,
tm108,name_es,MT108,
tm108,name_it,MT108,
tm108,name_ko,기술머신108,
tm109,name_fr,CT109,
tm109,name_de,TM109,
tm109,name_es,MT109,
tm109,name_it,MT109,
tm109,name_ko,기술머신109,
tm110,name_fr,CT110,
tm110,name_de,TM110,
tm110,name_es,MT110,
tm110,name_it,MT110,
tm110,name_ko,기술머신110,
tm111,name_fr,CT111,
tm111,name_de,TM111,
tm111,name_es,MT111,
tm111,name_it,MT111,
tm111,name_ko,기술머신111,
tm112,name_fr,CT112,
tm112,name_de,TM112,
tm112,name_es,MT112,
tm112,name_it,MT112,
tm112,name_ko,기술머신112,
tm113,name_fr,CT113,
tm113,name_de,TM113,
tm113,name_es,MT113,
tm113,name_it,MT113,
tm113,name_ko,기술머신113,
tm114,name_fr,CT114,
tm114,name_de,TM114,
tm114,name_es,MT114,
tm114,name_it,MT114,
tm114,name_ko,기술머신114,
tm115,name_fr,CT115,
tm115,name_de,TM115,
tm115,name_es,MT115,
tm115,name_it,MT115,
tm115,name_ko,기술머신115,
tm116,name_fr,CT116,
tm116,name_de,TM116,
tm116,name_es,MT116,
tm116,name_it,MT116,
tm116,name_ko,기술머신116,
tm117,name_fr,CT117,
tm117,name_de,TM117,
tm117,name_es,MT117,
tm117,name_it,MT117,
tm117,name_ko,기술머신117,
tm118,name_fr,CT118,
tm118,name_de,TM118,
tm118,name_es,MT118,
tm118,name_it,MT118,
tm118,name_ko,기술머신118,
tm119,name_fr,CT119,
tm119,name_de,TM119,
tm119,name_es,MT119,
tm119,name_it,MT119,
tm119,name_ko,기술머신119,
tm120,name_fr,CT120,
tm120,name_de,TM120,
tm120,name_es,MT120,
tm120,name_it,MT120,
tm120,name_ko,기술머신120,
tm121,name_fr,CT121,
tm121,name_de,TM121,
tm121,name_es,MT121,
tm121,name_it,MT121,
tm121,name_ko,기술머신121,
tm122,name_fr,CT122,
tm122,name_de,TM122,
tm122,name_es,MT122,
tm122,name_it,MT122,
tm122,name_ko,기술머신122,
tm123,name_fr,CT123,
tm123,name_de,TM123,
tm123,name_es,MT123,
tm123,name_it,MT123,
tm123,name_ko,기술머신123,
tm124,name_fr,CT124,
tm124,name_de,TM124,
tm124,name_es,MT124,
tm124,name_it,MT124,
tm124,name_ko,기술머신124,
tm125,name_fr,CT125,
tm125,name_de,TM125,
tm125,name_es,MT125,
tm125,name_it,MT125,
tm125,name_ko,기술머신125,
tm126,name_fr,CT126,
tm126,name_de,TM126,
tm126,name_es,MT126,
tm126,name_it,MT126,
tm126,name_ko,기술머신126,
tm127,name_fr,CT127,
tm127,name_de,TM127,
tm127,name_es,MT127,
tm127,name_it,MT127,
tm127,name_ko,기술머신127,
tm128,name_fr,CT128,
tm128,name_de,TM128,
tm128,name_es,MT128,
tm128,name_it,MT128,
tm128,name_ko,기술머신128,
tm129,name_fr,CT129,
tm129,name_de,TM129,
tm129,name_es,MT129,
tm129,name_it,MT129,
tm129,name_ko,기술머신129,
tm130,name_fr,CT130,
tm130,name_de,TM130,
tm130,name_es,MT130,
tm130,name_it,MT130,
tm130,name_ko,기술머신130,
tm131,name_fr,CT131,
tm131,name_de,TM131,
tm131,name_es,MT131,
tm131,name_it,MT131,
tm131,name_ko,기술머신131,
tm132,name_fr,CT132,
tm132,name_de,TM132,
tm132,name_es,MT132,
tm132,name_it,MT132,
tm132,name_ko,기술머신132,
tm133,name_fr,CT133,
tm133,name_de,TM133,
tm133,name_es,MT133,
tm133,name_it,MT133,
tm133,name_ko,기술머신133,
tm134,name_fr,CT134,
tm134,name_de,TM134,
tm134,name_es,MT134,
tm134,name_it,MT134,
tm134,name_ko,기술머신134,
tm135,name_fr,CT135,
tm135,name_de,TM135,
tm135,name_es,MT135,
tm135,name_it,MT135,
tm135,name_ko,기술머신135,
tm136,name_fr,CT136,
tm136,name_de,TM136,
tm136,name_es,MT136,
tm136,name_it,MT136,
tm136,name_ko,기술머신136,
tm137,name_fr,CT137,
tm137,name_de,TM137,
tm137,name_es,MT137,
tm137,name_it,MT137,
tm137,name_ko,기술머신137,
tm138,name_fr,CT138,
tm138,name_de,TM138,
tm138,name_es,MT138,
tm138,name_it,MT138,
tm138,name_ko,기술머신138,
tm139,name_fr,CT139,
tm139,name_de,TM139,
tm139,name_es,MT139,
tm139,name_it,MT139,
tm139,name_ko,기술머신139,
tm140,name_fr,CT140,
tm140,name_de,TM140,
tm140,name_es,MT140,
tm140,name_it,MT140,
tm140,name_ko,기술머신140,
tm141,name_fr,CT141,
tm141,name_de,TM141,
tm141,name_es,MT141,
tm141,name_it,MT141,
tm141,name_ko,기술머신141,
tm142,name_fr,CT142,
tm142,name_de,TM142,
tm142,name_es,MT142,
tm142,name_it,MT142,
tm142,name_ko,기술머신142,
tm143,name_fr,CT143,
tm143,name_de,TM143,
tm143,name_es,MT143,
tm143,name_it,MT143,
tm143,name_ko,기술머신143,
tm144,name_fr,CT144,
tm144,name_de,TM144,
tm144,name_es,MT144,
tm144,name_it,MT144,
tm144,name_ko,기술머신144,
tm145,name_fr,CT145,
tm145,name_de,TM145,
tm145,name_es,MT145,
tm145,name_it,MT145,
tm145,name_ko,기술머신145,
tm146,name_fr,CT146,
tm146,name_de,TM146,
tm146,name_es,MT146,
tm146,name_it,MT146,
tm146,name_ko,기술머신146,
tm147,name_fr,CT147,
tm147,name_de,TM147,
tm147,name_es,MT147,
tm147,name_it,MT147,
tm147,name_ko,기술머신147,
tm148,name_fr,CT148,
tm148,name_de,TM148,
tm148,name_es,MT148,
tm148,name_it,MT148,
tm148,name_ko,기술머신148,
tm149,name_fr,CT149,
tm149,name_de,TM149,
tm149,name_es,MT149,
tm149,name_it,MT149,
tm149,name_ko,기술머신149,
tm150,name_fr,CT150,
tm150,name_de,TM150,
tm150,name_es,MT150,
tm150,name_it,MT150,
tm150,name_ko,기술머신150,
tm151,name_fr,CT151,
tm151,name_de,TM151,
tm151,name_es,MT151,
tm151,name_it,MT151,
tm151,name_ko,기술머신151,
tm152,name_fr,CT152,
tm152,name_de,TM152,
tm152,name_es,MT152,
tm152,name_it,MT152,
tm152,name_ko,기술머신152,
tm153,name_fr,CT153,
tm153,name_de,TM153,
tm153,name_es,MT153,
tm153,name_it,MT153,
tm153,name_ko,기술머신153,
tm154,name_fr,CT154,
tm154,name_de,TM154,
tm154,name_es,MT154,
tm154,name_it,MT154,
tm154,name_ko,기술머신154,
tm155,name_fr,CT155,
tm155,name_de,TM155,
tm155,name_es,MT155,
tm155,name_it,MT155,
tm155,name_ko,기술머신155,
tm156,name_fr,CT156,
tm156,name_de,TM156,
tm156,name_es,MT156,
tm156,name_it,MT156,
tm156,name_ko,기술머신156,
tm157,name_fr,CT157,
tm157,name_de,TM157,
tm157,name_es,MT157,
tm157,name_it,MT157,
tm157,name_ko,기술머신157,
tm158,name_fr,CT158,
tm158,name_de,TM158,
tm158,name_es,MT158,
tm158,name_it,MT158,
tm158,name_ko,기술머신158,
tm159,name_fr,CT159,
tm159,name_de,TM159,
tm159,name_es,MT159,
tm159,name_it,MT159,
tm159,name_ko,기술머신159,
tm160,name_fr,CT160,
tm160,name_de,TM160,
tm160,name_es,MT160,
tm160,name_it,MT160,
tm160,name_ko,기술머신160,
tm161,name_fr,CT161,
tm161,name_de,TM161,
tm161,name_es,MT161,
tm161,name_it,MT161,
tm161,name_ko,기술머신161,
tm162,name_fr,CT162,
tm162,name_de,TM162,
tm162,name_es,MT162,
tm162,name_it,MT162,
tm162,name_ko,기술머신162,
tm163,name_fr,CT163,
tm163,name_de,TM163,
tm163,name_es,MT163,
tm163,name_it,MT163,
tm163,name_ko,기술머신163,
tm164,name_fr,CT164,
tm164,name_de,TM164,
tm164,name_es,MT164,
tm164,name_it,MT164,
tm164,name_ko,기술머신164,
tm165,name_fr,CT165,
tm165,name_de,TM165,
tm165,name_es,MT165,
tm165,name_it,MT165,
tm165,name_ko,기술머신165,
tm166,name_fr,CT166,
tm166,name_de,TM166,
tm166,name_es,MT166,
tm166,name_it,MT166,
tm166,name_ko,기술머신166,
tm167,name_fr,CT167,
tm167,name_de,TM167,
tm167,name_es,MT167,
tm167,name_it,MT167,
tm167,name_ko,기술머신167,
tm168,name_fr,CT168,
tm168,name_de,TM168,
tm168,name_es,MT168,
tm168,name_it,MT168,
tm168,name_ko,기술머신168,
tm169,name_fr,CT169,
tm169,name_de,TM169,
tm169,name_es,MT169,
tm169,name_it,MT169,
tm169,name_ko,기술머신169,
tm170,name_fr,CT170,
tm170,name_de,TM170,
tm170,name_es,MT170,
tm170,name_it,MT170,
tm170,name_ko,기술머신170,
tm171,name_fr,CT171,
