form/version_group/method/move,column,pokeapi,pokedb
necrozma-dawn/ultra-sun-ultra-moon/machine/shadow-claw,_row_,present,missing
necrozma-dawn/ultra-sun-ultra-moon/machine/flash-cannon,_row_,present,missing
necrozma-dawn/ultra-sun-ultra-moon/machine/trick-room,_row_,present,missing
necrozma-dawn/ultra-sun-ultra-moon/machine/stone-edge,_row_,present,missing
necrozma-dawn/ultra-sun-ultra-moon/machine/charge-beam,_row_,present,missing
necrozma-dawn/ultra-sun-ultra-moon/machine/psyshock,_row_,present,missing
necrozma-dawn/ultra-sun-ultra-moon/machine/round,_row_,present,missing
necrozma-dawn/ultra-sun-ultra-moon/machine/bulldoze,_row_,present,missing
necrozma-dawn/ultra-sun-ultra-moon/machine/confide,_row_,present,missing
necrozma-dawn/ultra-sun-ultra-moon/machine/smart-strike,_row_,present,missing
necrozma-dawn/ultra-sun-ultra-moon/machine/brutal-swing,_row_,present,missing
necrozma-dawn/sword-shield/level-up/confusion,_row_,present,missing
necrozma-dawn/sword-shield/level-up/metal-claw,_row_,present,missing
necrozma-dawn/sword-shield/level-up/morning-sun,_row_,present,missing
necrozma-dawn/sword-shield/level-up/moonlight,_row_,present,missing
necrozma-dawn/sword-shield/level-up/gravity,_row_,present,missing
necrozma-dawn/sword-shield/level-up/charge-beam,_row_,present,missing
necrozma-dawn/sword-shield/level-up/stealth-rock,_row_,present,missing
necrozma-dawn/sword-shield/level-up/slash,_row_,present,missing
necrozma-dawn/sword-shield/level-up/night-slash,_row_,present,missing
necrozma-dawn/sword-shield/level-up/psycho-cut,_row_,present,missing
necrozma-dawn/sword-shield/level-up/stored-power,_row_,present,missing
necrozma-dawn/sword-shield/level-up/rock-blast,_row_,present,missing
necrozma-dawn/sword-shield/level-up/iron-defense,_row_,present,missing
necrozma-dawn/sword-shield/level-up/autotomize,_row_,present,missing
necrozma-dawn/sword-shield/level-up/power-gem,_row_,present,missing
necrozma-dawn/sword-shield/level-up/prismatic-laser,_row_,present,missing
necrozma-dawn/sword-shield/level-up/photon-geyser,_row_,present,missing
necrozma-dawn/sword-shield/tutor/expanding-force,_row_,present,missing
necrozma-dawn/sword-shield/tutor/meteor-beam,_row_,present,missing
necrozma-dawn/sword-shield/machine/swords-dance,_row_,present,missing
necrozma-dawn/sword-shield/machine/hyper-beam,_row_,present,missing
necrozma-dawn/sword-shield/machine/solar-beam,_row_,present,missing
necrozma-dawn/sword-shield/machine/thunder-wave,_row_,present,missing
necrozma-dawn/sword-shield/machine/earthquake,_row_,present,missing
necrozma-dawn/sword-shield/machine/psychic,_row_,present,missing
necrozma-dawn/sword-shield/machine/light-screen,_row_,present,missing
necrozma-dawn/sword-shield/machine/reflect,_row_,present,missing
necrozma-dawn/sword-shield/machine/rest,_row_,present,missing
necrozma-dawn/sword-shield/machine/rock-slide,_row_,present,missing
necrozma-dawn/sword-shield/machine/substitute,_row_,present,missing
necrozma-dawn/sword-shield/machine/thief,_row_,present,missing
necrozma-dawn/sword-shield/machine/snore,_row_,present,missing
necrozma-dawn/sword-shield/machine/protect,_row_,present,missing
necrozma-dawn/sword-shield/machine/scary-face,_row_,present,missing
necrozma-dawn/sword-shield/machine/outrage,_row_,present,missing
necrozma-dawn/sword-shield/machine/endure,_row_,present,missing
necrozma-dawn/sword-shield/machine/sleep-talk,_row_,present,missing
necrozma-dawn/sword-shield/machine/future-sight,_row_,present,missing
necrozma-dawn/sword-shield/machine/heat-wave,_row_,present,missing
necrozma-dawn/sword-shield/machine/facade,_row_,present,missing
necrozma-dawn/sword-shield/machine/brick-break,_row_,present,missing
necrozma-dawn/sword-shield/machine/imprison,_row_,present,missing
necrozma-dawn/sword-shield/machine/hyper-voice,_row_,present,missing
necrozma-dawn/sword-shield/machine/rock-tomb,_row_,present,missing
necrozma-dawn/sword-shield/machine/cosmic-power,_row_,present,missing
necrozma-dawn/sword-shield/machine/iron-defense,_row_,present,missing
necrozma-dawn/sword-shield/machine/calm-mind,_row_,present,missing
necrozma-dawn/sword-shield/machine/dragon-dance,_row_,present,missing
necrozma-dawn/sword-shield/machine/rock-blast,_row_,present,missing
necrozma-dawn/sword-shield/machine/gyro-ball,_row_,present,missing
necrozma-dawn/sword-shield/machine/fling,_row_,present,missing
necrozma-dawn/sword-shield/machine/dark-pulse,_row_,present,missing
necrozma-dawn/sword-shield/machine/x-scissor,_row_,present,missing
necrozma-dawn/sword-shield/machine/dragon-pulse,_row_,present,missing
necrozma-dawn/sword-shield/machine/power-gem,_row_,present,missing
necrozma-dawn/sword-shield/machine/earth-power,_row_,present,missing
necrozma-dawn/sword-shield/machine/giga-impact,_row_,present,missing
necrozma-dawn/sword-shield/machine/shadow-claw,_row_,present,missing
necrozma-dawn/sword-shield/machine/psycho-cut,_row_,present,missing
necrozma-dawn/sword-shield/machine/flash-cannon,_row_,present,missing
necrozma-dawn/sword-shield/machine/trick-room,_row_,present,missing
necrozma-dawn/sword-shield/machine/iron-head,_row_,present,missing
necrozma-dawn/sword-shield/machine/stone-edge,_row_,present,missing
necrozma-dawn/sword-shield/machine/stealth-rock,_row_,present,missing
necrozma-dawn/sword-shield/machine/psyshock,_row_,present,missing
necrozma-dawn/sword-shield/machine/round,_row_,present,missing
necrozma-dawn/sword-shield/machine/stored-power,_row_,present,missing
necrozma-dawn/sword-shield/machine/ally-switch,_row_,present,missing
necrozma-dawn/sword-shield/machine/bulldoze,_row_,present,missing
necrozma-dawn/sword-shield/machine/smart-strike,_row_,present,missing
necrozma-dawn/sword-shield/machine/brutal-swing,_row_,present,missing
necrozma-dawn/sword-shield/machine/psychic-fangs,_row_,present,missing
necrozma-dawn/sword-shield/machine/breaking-swipe,_row_,present,missing
necrozma-dawn/scarlet-violet/level-up/confusion,_row_,present,missing
necrozma-dawn/scarlet-violet/level-up/metal-claw,_row_,present,missing
necrozma-dawn/scarlet-violet/level-up/morning-sun,_row_,present,missing
necrozma-dawn/scarlet-violet/level-up/moonlight,_row_,present,missing
necrozma-dawn/scarlet-violet/level-up/charge-beam,_row_,present,missing
necrozma-dawn/scarlet-violet/level-up/stealth-rock,_row_,present,missing
necrozma-dawn/scarlet-violet/level-up/slash,_row_,present,missing
necrozma-dawn/scarlet-violet/level-up/night-slash,_row_,present,missing
necrozma-dawn/scarlet-violet/level-up/psycho-cut,_row_,present,missing
necrozma-dawn/scarlet-violet/level-up/stored-power,_row_,present,missing
necrozma-dawn/scarlet-violet/level-up/rock-blast,_row_,present,missing
necrozma-dawn/scarlet-violet/level-up/iron-defense,_row_,present,missing
necrozma-dawn/scarlet-violet/level-up/power-gem,_row_,present,missing
necrozma-dawn/scarlet-violet/level-up/photon-geyser,_row_,present,missing
necrozma-dawn/scarlet-violet/level-up/gravity,_row_,present,missing
necrozma-dawn/scarlet-violet/level-up/prismatic-laser,_row_,present,missing
necrozma-dawn/scarlet-violet/machine/swords-dance,_row_,present,missing
necrozma-dawn/scarlet-violet/machine/body-slam,_row_,present,missing
necrozma-dawn/scarlet-violet/machine/hyper-beam,_row_,present,missing
necrozma-dawn/scarlet-violet/machine/solar-beam,_row_,present,missing
necrozma-dawn/scarlet-violet/machine/earthquake,_row_,present,missing
necrozma-dawn/scarlet-violet/machine/psychic,_row_,present,missing
necrozma-dawn/scarlet-violet/machine/light-screen,_row_,present,missing
necrozma-dawn/scarlet-violet/machine/reflect,_row_,present,missing
necrozma-dawn/scarlet-violet/machine/swift,_row_,present,missing
necrozma-dawn/scarlet-violet/machine/rest,_row_,present,missing
necrozma-dawn/scarlet-violet/machine/rock-slide,_row_,present,missing
necrozma-dawn/scarlet-violet/machine/substitute,_row_,present,missing
necrozma-dawn/scarlet-violet/machine/thief,_row_,present,missing
necrozma-dawn/scarlet-violet/machine/protect,_row_,present,missing
necrozma-dawn/scarlet-violet/machine/scary-face,_row_,present,missing
necrozma-dawn/scarlet-violet/machine/outrage,_row_,present,missing
necrozma-dawn/scarlet-violet/machine/sandstorm,_row_,present,missing
necrozma-dawn/scarlet-violet/machine/endure,_row_,present,missing
necrozma-dawn/scarlet-violet/machine/sleep-talk,_row_,present,missing
necrozma-dawn/scarlet-violet/machine/metal-claw,_row_,present,missing
necrozma-dawn/scarlet-violet/machine/sunny-day,_row_,present,missing
necrozma-dawn/scarlet-violet/machine/future-sight,_row_,present,missing
necrozma-dawn/scarlet-violet/machine/heat-wave,_row_,present,missing
necrozma-dawn/scarlet-violet/machine/facade,_row_,present,missing
necrozma-dawn/scarlet-violet/machine/brick-break,_row_,present,missing
necrozma-dawn/scarlet-violet/machine/knock-off,_row_,present,missing
necrozma-dawn/scarlet-violet/machine/imprison,_row_,present,missing
necrozma-dawn/scarlet-violet/machine/hyper-voice,_row_,present,missing
necrozma-dawn/scarlet-violet/machine/rock-tomb,_row_,present,missing
necrozma-dawn/scarlet-violet/machine/aerial-ace,_row_,present,missing
necrozma-dawn/scarlet-violet/machine/iron-defense,_row_,present,missing
necrozma-dawn/scarlet-violet/machine/calm-mind,_row_,present,missing
necrozma-dawn/scarlet-violet/machine/dragon-dance,_row_,present,missing
necrozma-dawn/scarlet-violet/machine/rock-blast,_row_,present,missing
necrozma-dawn/scarlet-violet/machine/gravity,_row_,present,missing
necrozma-dawn/scarlet-violet/machine/gyro-ball,_row_,present,missing
necrozma-dawn/scarlet-violet/machine/fling,_row_,present,missing
necrozma-dawn/scarlet-violet/machine/dark-pulse,_row_,present,missing
necrozma-dawn/scarlet-violet/machine/x-scissor,_row_,present,missing
necrozma-dawn/scarlet-violet/machine/dragon-pulse,_row_,present,missing
necrozma-dawn/scarlet-violet/machine/power-gem,_row_,present,missing
necrozma-dawn/scarlet-violet/machine/earth-power,_row_,present,missing
necrozma-dawn/scarlet-violet/machine/giga-impact,_row_,present,missing
necrozma-dawn/scarlet-violet/machine/shadow-claw,_row_,present,missing
necrozma-dawn/scarlet-violet/machine/flash-cannon,_row_,present,missing
necrozma-dawn/scarlet-violet/machine/trick-room,_row_,present,missing
necrozma-dawn/scarlet-violet/machine/iron-head,_row_,present,missing
necrozma-dawn/scarlet-violet/machine/stone-edge,_row_,present,missing
necrozma-dawn/scarlet-violet/machine/stealth-rock,_row_,present,missing
necrozma-dawn/scarlet-violet/machine/charge-beam,_row_,present,missing
necrozma-dawn/scarlet-violet/machine/psyshock,_row_,present,missing
necrozma-dawn/scarlet-violet/machine/stored-power,_row_,present,missing
necrozma-dawn/scarlet-violet/machine/bulldoze,_row_,present,missing
necrozma-dawn/scarlet-violet/machine/smart-strike,_row_,present,missing
necrozma-dawn/scarlet-violet/machine/psychic-fangs,_row_,present,missing
necrozma-dawn/scarlet-violet/machine/expanding-force,_row_,present,missing
necrozma-dawn/scarlet-violet/machine/meteor-beam,_row_,present,missing
necrozma-dawn/scarlet-violet/machine/tera-blast,_row_,present,missing
pikachu-starter/lets-go-pikachu-lets-go-eevee/level-up/growl,_row_,present,missing
pikachu-starter/lets-go-pikachu-lets-go-eevee/level-up/thunder-shock,_row_,present,missing
pikachu-starter/lets-go-pikachu-lets-go-eevee/level-up/tail-whip,_row_,present,missing
pikachu-starter/lets-go-pikachu-lets-go-eevee/level-up/quick-attack,_row_,present,missing
pikachu-starter/lets-go-pikachu-lets-go-eevee/level-up/double-kick,_row_,present,missing
pikachu-starter/lets-go-pikachu-lets-go-eevee/level-up/double-team,_row_,present,missing
pikachu-starter/lets-go-pikachu-lets-go-eevee/level-up/thunder-wave,_row_,present,missing
pikachu-starter/lets-go-pikachu-lets-go-eevee/level-up/light-screen,_row_,present,missing
pikachu-starter/lets-go-pikachu-lets-go-eevee/level-up/thunderbolt,_row_,present,missing
pikachu-starter/lets-go-pikachu-lets-go-eevee/level-up/slam,_row_,present,missing
pikachu-starter/lets-go-pikachu-lets-go-eevee/level-up/agility,_row_,present,missing
pikachu-starter/lets-go-pikachu-lets-go-eevee/level-up/thunder,_row_,present,missing
pikachu-starter/lets-go-pikachu-lets-go-eevee/tutor/zippy-zap,_row_,present,missing
pikachu-starter/lets-go-pikachu-lets-go-eevee/tutor/splishy-splash,_row_,present,missing
pikachu-starter/lets-go-pikachu-lets-go-eevee/tutor/floaty-fall,_row_,present,missing
pikachu-starter/lets-go-pikachu-lets-go-eevee/machine/pay-day,_row_,present,missing
pikachu-starter/lets-go-pikachu-lets-go-eevee/machine/thunder-punch,_row_,present,missing
pikachu-starter/lets-go-pikachu-lets-go-eevee/machine/headbutt,_row_,present,missing
pikachu-starter/lets-go-pikachu-lets-go-eevee/machine/seismic-toss,_row_,present,missing
pikachu-starter/lets-go-pikachu-lets-go-eevee/machine/thunderbolt,_row_,present,missing
pikachu-starter/lets-go-pikachu-lets-go-eevee/machine/thunder-wave,_row_,present,missing
pikachu-starter/lets-go-pikachu-lets-go-eevee/machine/thunder,_row_,present,missing
pikachu-starter/lets-go-pikachu-lets-go-eevee/machine/dig,_row_,present,missing
pikachu-starter/lets-go-pikachu-lets-go-eevee/machine/toxic,_row_,present,missing
pikachu-starter/lets-go-pikachu-lets-go-eevee/machine/light-screen,_row_,present,missing
pikachu-starter/lets-go-pikachu-lets-go-eevee/machine/reflect,_row_,present,missing
pikachu-starter/lets-go-pikachu-lets-go-eevee/machine/rest,_row_,present,missing
pikachu-starter/lets-go-pikachu-lets-go-eevee/machine/substitute,_row_,present,missing
pikachu-starter/lets-go-pikachu-lets-go-eevee/machine/protect,_row_,present,missing
pikachu-starter/lets-go-pikachu-lets-go-eevee/machine/iron-tail,_row_,present,missing
pikachu-starter/lets-go-pikachu-lets-go-eevee/machine/facade,_row_,present,missing
pikachu-starter/lets-go-pikachu-lets-go-eevee/machine/helping-hand,_row_,present,missing
pikachu-starter/lets-go-pikachu-lets-go-eevee/machine/brick-break,_row_,present,missing
pikachu-starter/lets-go-pikachu-lets-go-eevee/machine/calm-mind,_row_,present,missing
eevee-starter/lets-go-pikachu-lets-go-eevee/level-up/tackle,_row_,present,missing
eevee-starter/lets-go-pikachu-lets-go-eevee/level-up/growl,_row_,present,missing
eevee-starter/lets-go-pikachu-lets-go-eevee/level-up/tail-whip,_row_,present,missing
eevee-starter/lets-go-pikachu-lets-go-eevee/level-up/quick-attack,_row_,present,missing
eevee-starter/lets-go-pikachu-lets-go-eevee/level-up/double-kick,_row_,present,missing
eevee-starter/lets-go-pikachu-lets-go-eevee/level-up/sand-attack,_row_,present,missing
eevee-starter/lets-go-pikachu-lets-go-eevee/level-up/bite,_row_,present,missing
eevee-starter/lets-go-pikachu-lets-go-eevee/level-up/swift,_row_,present,missing
eevee-starter/lets-go-pikachu-lets-go-eevee/level-up/take-down,_row_,present,missing
eevee-starter/lets-go-pikachu-lets-go-eevee/level-up/double-edge,_row_,present,missing
eevee-starter/lets-go-pikachu-lets-go-eevee/level-up/helping-hand,_row_,present,missing
eevee-starter/lets-go-pikachu-lets-go-eevee/tutor/bouncy-bubble,_row_,present,missing
eevee-starter/lets-go-pikachu-lets-go-eevee/tutor/buzzy-buzz,_row_,present,missing
eevee-starter/lets-go-pikachu-lets-go-eevee/tutor/sizzly-slide,_row_,present,missing
eevee-starter/lets-go-pikachu-lets-go-eevee/tutor/glitzy-glow,_row_,present,missing
eevee-starter/lets-go-pikachu-lets-go-eevee/tutor/baddy-bad,_row_,present,missing
eevee-starter/lets-go-pikachu-lets-go-eevee/tutor/sappy-seed,_row_,present,missing
eevee-starter/lets-go-pikachu-lets-go-eevee/tutor/freezy-frost,_row_,present,missing
eevee-starter/lets-go-pikachu-lets-go-eevee/tutor/sparkly-swirl,_row_,present,missing
eevee-starter/lets-go-pikachu-lets-go-eevee/machine/pay-day,_row_,present,missing
eevee-starter/lets-go-pikachu-lets-go-eevee/machine/headbutt,_row_,present,missing
eevee-starter/lets-go-pikachu-lets-go-eevee/machine/dig,_row_,present,missing
eevee-starter/lets-go-pikachu-lets-go-eevee/machine/toxic,_row_,present,missing
eevee-starter/lets-go-pikachu-lets-go-eevee/machine/reflect,_row_,present,missing
eevee-starter/lets-go-pikachu-lets-go-eevee/machine/rest,_row_,present,missing
eevee-starter/lets-go-pikachu-lets-go-eevee/machine/substitute,_row_,present,missing
eevee-starter/lets-go-pikachu-lets-go-eevee/machine/protect,_row_,present,missing
eevee-starter/lets-go-pikachu-lets-go-eevee/machine/iron-tail,_row_,present,missing
eevee-starter/lets-go-pikachu-lets-go-eevee/machine/shadow-ball,_row_,present,missing
eevee-starter/lets-go-pikachu-lets-go-eevee/machine/facade,_row_,present,missing
eevee-starter/lets-go-pikachu-lets-go-eevee/machine/helping-hand,_row_,present,missing
pikachu-world-cap/sword-shield/level-up/tail-whip,_row_,present,missing
pikachu-world-cap/sword-shield/level-up/growl,_row_,present,missing
pikachu-world-cap/sword-shield/level-up/thunder-shock,_row_,present,missing
pikachu-world-cap/sword-shield/level-up/quick-attack,_row_,present,missing
pikachu-world-cap/sword-shield/level-up/sweet-kiss,_row_,present,missing
pikachu-world-cap/sword-shield/level-up/charm,_row_,present,missing
pikachu-world-cap/sword-shield/level-up/nasty-plot,_row_,present,missing
pikachu-world-cap/sword-shield/level-up/play-nice,_row_,present,missing
pikachu-world-cap/sword-shield/level-up/nuzzle,_row_,present,missing
pikachu-world-cap/sword-shield/level-up/thunder-wave,_row_,present,missing
pikachu-world-cap/sword-shield/level-up/double-team,_row_,present,missing
pikachu-world-cap/sword-shield/level-up/electro-ball,_row_,present,missing
pikachu-world-cap/sword-shield/level-up/feint,_row_,present,missing
pikachu-world-cap/sword-shield/level-up/spark,_row_,present,missing
pikachu-world-cap/sword-shield/level-up/agility,_row_,present,missing
pikachu-world-cap/sword-shield/level-up/slam,_row_,present,missing
pikachu-world-cap/sword-shield/level-up/discharge,_row_,present,missing
pikachu-world-cap/sword-shield/level-up/thunderbolt,_row_,present,missing
pikachu-world-cap/sword-shield/level-up/light-screen,_row_,present,missing
pikachu-world-cap/sword-shield/level-up/thunder,_row_,present,missing
pikachu-world-cap/sword-shield/tutor/rising-voltage,_row_,present,missing
pikachu-world-cap/sword-shield/machine/mega-punch,_row_,present,missing
pikachu-world-cap/sword-shield/machine/pay-day,_row_,present,missing
